user	item	prediction
65	260	5.023199518410899
65	1210	4.386149308102292
65	2628	4.144826410651183
65	3147	4.690822474437753
127	111	3.812626781767445
127	1214	3.891046799455288
127	1252	4.188870923203799
127	1674	3.7900324626772255
127	2871	3.894034196921512
131	930	3.502674204541586
134	3783	3.69865319491081
146	17	3.8701823654083336
146	50	4.081419482798952
146	85	3.665923009637417
146	224	3.521578485719319
146	232	3.22590367043225
146	290	3.715517388516542
146	339	3.823727474653788
146	342	3.795194150724894
146	356	3.232901241289487
146	461	3.675134127247919
146	468	3.247682109933717
146	509	3.2124919969819823
146	539	3.502343824868323
146	597	3.85244117042946
146	780	3.10996308073832
146	911	3.305876699447368
146	1059	3.514833037411605
146	1228	2.790548304259897
146	1320	2.9905000034084748
146	1597	4.024474700138163
146	1635	3.649431687394282
146	1639	4.314898904960852
146	1721	3.5977374232917176
146	1722	3.31618901540654
146	1821	4.006903218265263
146	1912	3.377911621826168
146	1959	3.434796840514089
146	1962	3.4638433425744872
146	2006	2.9962875639451525
146	2406	3.4575617677045662
146	2424	3.633297080353106
146	2801	3.591585016773561
146	2862	3.572539925108904
146	3097	3.235552510301837
146	3512	3.8076236692729775
146	3699	3.809503750027552
149	2248	4.264871123731016
169	66	2.833389084071425
169	372	2.8604884633549155
169	413	2.266171723910872
169	673	3.104478936588204
169	783	2.9448269734395085
169	1275	3.060229700279912
169	1320	2.828925926115472
169	1395	1.9543397283151025
169	1924	3.0073965640029456
169	2087	2.5730397063767136
169	2240	2.28466595592327
169	2502	2.45277010141036
169	2952	2.445169823843127
169	3101	2.352845895042617
173	668	3.745440003798607
173	669	3.698622403252054
173	970	3.832978111698994
173	971	3.76616554360012
173	1103	4.338958337057759
173	1250	4.0576687998570975
173	1939	3.7044956006477623
173	1946	4.567946531880553
173	2028	4.220147365832013
173	2182	3.846782718155056
173	2238	3.6553367871978137
173	3035	4.078286769410365
173	3038	4.436350145701333
173	3475	3.857521056354812
183	11	4.40320786189818
183	50	3.3532663089485544
183	150	3.4523183529508947
183	344	4.270872626015583
183	588	4.038414238584804
183	647	3.915980934251406
183	780	4.000964877165961
183	908	4.647615320023387
183	909	3.899271960725213
183	924	4.2049525135817305
183	926	4.164906852782559
183	968	4.483699839991656
183	1081	4.103475882441531
183	1208	3.93124202938489
183	1214	4.242850166837267
183	1230	4.517973952750113
183	1265	4.311683315736609
183	1292	4.5277726417991735
183	1323	4.049248570456104
183	1367	4.368787922185844
183	1393	4.572931790227608
183	1395	4.338620134358203
183	1459	4.128649043040306
183	1608	4.000862460453184
183	1678	4.045394934091581
183	1964	4.332792877975941
183	2076	4.01207984117692
183	2085	4.034076684640921
183	2105	4.403738214590938
183	2130	4.19284855185675
183	2133	4.950253963617241
183	2248	4.635582362339143
183	2439	3.7929399810727737
183	2463	4.131921794319046
183	2475	3.9891985572395834
183	2520	4.80694161602501
183	2525	4.78609120321829
183	2616	4.372775270802275
183	2757	4.854315923091349
183	2791	4.188980408774681
183	2971	3.902042563834298
183	3068	4.176062803803552
183	3083	4.510494660928889
183	3101	4.583011401604642
183	3155	4.638431962934417
183	3359	4.0967729149941965
183	3361	3.9996098071592456
183	3363	4.231606010001192
183	3420	4.10754839512813
183	3421	3.6439525556111114
183	3468	4.793845099888725
183	3527	4.733337189074529
183	3706	4.187759163744416
183	3724	4.641073189200176
183	3801	3.575394742357541
192	1777	3.359502584954148
192	2572	3.222465640892608
195	80	4.028763263375135
195	349	4.0072724553546815
195	668	4.079043356011869
195	669	3.0035789982770518
195	670	3.636549461287474
195	750	2.886607706829321
