user	item	prediction
19	318	4.666666666666667
19	1234	3.975308641975309
22	908	2.4444444444444446
22	910	3.555555555555556
22	1034	2.851851851851852
22	1097	2.9135802469135803
22	1884	2.9135802469135803
22	2011	3.1604938271604937
22	2046	2.814814814814815
22	2376	3.691358024691358
22	3527	3.888888888888889
22	3698	3.765432098765432
22	3896	3.135802469135802
23	327	3.1728395061728394
23	915	2.950617283950617
23	1090	2.037037037037037
23	1204	1.691358024691358
23	1222	2.6666666666666665
23	1258	3.098765432098765
23	1388	3.2098765432098766
23	1958	3.4074074074074074
23	2119	3.2839506172839505
23	2148	2.493827160493827
23	2149	3.3580246913580245
23	2259	2.802469135802469
23	2409	2.506172839506173
23	2410	2.135802469135802
23	2411	2.555555555555556
23	2617	2.2839506172839505
23	2641	2.9753086419753085
23	2642	3.765432098765432
23	2643	3.703703703703704
23	2712	3.3580246913580245
23	2973	2.345679012345679
23	3052	2.6790123456790123
23	3396	1.9876543209876545
23	3525	2.728395061728395
23	3740	3.6296296296296298
36	260	3.962962962962963
36	292	3.9012345679012346
36	368	4.444444444444445
36	507	4.197530864197531
36	541	3.962962962962963
36	555	4.0
36	592	4.074074074074074
36	610	3.938271604938272
36	858	4.320987654320987
36	1036	3.8395061728395055
36	1101	4.308641975308642
36	1198	3.9876543209876543
36	1221	4.074074074074074
36	1264	3.814814814814815
36	1374	4.049382716049383
36	1376	3.3703703703703702
36	1597	4.234567901234568
36	1608	3.975308641975309
36	1954	4.098765432098766
36	2001	3.3580246913580245
36	2013	4.888888888888889
36	2105	4.1234567901234565
36	2194	3.419753086419753
36	2273	4.530864197530864
36	2529	4.172839506172839
36	2617	4.135802469135802
36	2640	4.185185185185185
36	2802	3.938271604938272
36	2948	4.530864197530864
36	2989	4.3580246913580245
36	3104	4.827160493827161
36	3418	4.802469135802469
36	3480	4.567901234567901
36	3576	4.160493827160494
36	3635	4.851851851851852
36	3702	4.333333333333333
65	1	4.333333333333333
65	34	3.123456790123457
65	454	4.25925925925926
65	524	3.703703703703704
65	587	3.9876543209876543
65	588	4.555555555555555
65	592	4.444444444444445
65	832	3.5185185185185186
65	1094	4.25925925925926
65	1259	4.25925925925926
65	1958	4.54320987654321
65	2028	3.259259259259259
65	2088	4.703703703703703
65	2133	4.864197530864198
65	2236	3.6296296296296298
65	2421	4.246913580246914
65	2422	4.0
65	2431	4.617283950617284
65	2450	4.3580246913580245
65	2470	4.234567901234568
65	2471	4.345679012345679
65	2712	4.481481481481482
65	2762	4.333333333333333
65	2858	4.407407407407407
65	2950	4.518518518518518
65	2987	4.3580246913580245
65	3005	4.679012345679013
65	3175	4.345679012345679
65	3534	4.604938271604938
65	3555	3.2222222222222223
65	3753	4.493827160493828
68	1	4.234567901234568
68	17	4.074074074074074
68	28	3.567901234567901
68	223	4.209876543209877
68	562	3.654320987654321
68	1073	3.3703703703703702
68	1080	3.259259259259259
68	1243	4.222222222222222
68	1265	3.493827160493827
68	1270	3.703703703703704
68	1307	3.2098765432098766
68	1517	3.54320987654321
68	1639	3.641975308641976
68	1747	3.654320987654321
68	1912	3.123456790123457
68	1923	3.4444444444444446
68	1966	3.4444444444444446
68	2064	3.753086419753086
68	2300	4.135802469135802
68	2324	3.2839506172839505
68	2355	3.6296296296296298
68	2396	3.938271604938272
68	2657	3.9012345679012346
68	2690	4.037037037037037
68	2692	3.814814814814815
68	2791	3.765432098765432
68	2797	3.580246913580247
68	3421	4.061728395061729
68	3507	3.3703703703703702
68	3608	3.8395061728395055
74	50	3.259259259259259
74	123	4.432098765432099
74	164	3.851851851851852
74	593	3.950617283950617
74	615	4.62962962962963
74	858	4.037037037037037
74	869	4.1234567901234565
74	1066	4.024691358024692
74	1419	4.296296296296297
74	1589	3.6666666666666665
74	1732	4.530864197530864
74	2583	3.765432098765432
74	2858	4.567901234567901
74	3044	3.6049382716049374
74	3176	4.493827160493828
74	3741	4.246913580246914
80	590	4.185185185185185
85	2188	3.864197530864197
85	2683	2.9135802469135803
85	2699	3.308641975308642
85	2706	3.938271604938272
85	2710	2.555555555555556
85	2908	4.160493827160494
85	3005	3.246913580246914
85	3317	2.8641975308641974
85	3949	2.703703703703704
89	370	3.493827160493827
89	527	2.9012345679012346
89	1218	2.432098765432099
89	1704	4.0
89	2791	2.740740740740741
89	2792	2.1481481481481484
89	3265	4.012345679012346
89	3408	3.469135802469136
89	3740	4.641975308641976
89	3868	2.765432098765432
89	3869	3.2839506172839505
90	1	3.0246913580246915
90	12	3.3950617283950617
90	19	3.4814814814814814
90	32	2.802469135802469
90	34	3.037037037037037
90	45	3.185185185185185
90	47	2.888888888888889
90	50	2.691358024691358
90	60	3.271604938271605
90	63	3.197530864197531
90	95	3.234567901234568
90	110	3.1728395061728394
90	112	3.45679012345679
90	141	2.9876543209876543
90	164	3.259259259259259
90	185	3.074074074074074
90	208	3.567901234567901
90	224	3.2222222222222223
90	235	2.9012345679012346
90	253	2.925925925925926
90	257	2.7777777777777777
90	281	3.814814814814815
90	294	3.037037037037037
90	300	3.2839506172839505
90	318	2.234567901234568
90	337	2.716049382716049
90	344	2.962962962962963
90	350	2.962962962962963
90	353	3.7160493827160495
90	356	2.851851851851852
90	367	3.1728395061728394
90	370	3.7160493827160495
90	373	3.111111111111111
90	376	3.123456790123457
90	377	2.4444444444444446
90	383	2.4074074074074074
90	392	3.333333333333333
90	440	3.3950617283950617
90	454	3.617283950617284
90	457	3.3950617283950617
90	468	3.432098765432099
90	471	3.197530864197531
90	477	2.6419753086419755
90	527	3.4814814814814814
90	539	3.5185185185185186
90	551	3.08641975308642
90	553	2.802469135802469
90	586	2.876543209876543
90	608	1.9259259259259256
90	647	3.1481481481481484
90	648	3.123456790123457
90	708	3.580246913580247
90	736	2.45679012345679
90	743	3.8395061728395055
90	765	3.0
90	780	3.493827160493827
90	784	2.592592592592593
90	786	2.9135802469135803
90	788	3.765432098765432
90	802	3.765432098765432
90	852	3.7777777777777777
90	861	3.049382716049383
90	869	3.679012345679012
90	903	2.9753086419753085
90	913	3.0
90	986	3.617283950617284
90	993	2.753086419753086
90	994	2.962962962962963
90	999	2.888888888888889
90	1020	3.0246913580246915
90	1037	3.123456790123457
90	1042	2.938271604938272
90	1049	3.6049382716049374
90	1080	2.888888888888889
90	1089	2.802469135802469
90	1136	3.5308641975308643
90	1219	3.0246913580246915
90	1233	3.345679012345679
90	1265	3.308641975308642
90	1266	2.9753086419753085
90	1275	3.185185185185185
90	1284	2.617283950617284
90	1377	3.765432098765432
90	1390	2.6419753086419755
90	1391	2.9876543209876543
90	1401	3.567901234567901
90	1416	4.024691358024692
90	1429	3.320987654320988
90	1437	3.197530864197531
90	1449	3.234567901234568
90	1457	4.037037037037037
90	1459	3.814814814814815
90	1466	3.3580246913580245
90	1476	3.9012345679012346
90	1480	3.2098765432098766
90	1485	3.111111111111111
90	1487	2.716049382716049
90	1518	3.3703703703703702
90	1527	3.654320987654321
90	1552	3.259259259259259
90	1580	3.617283950617284
90	1584	3.2098765432098766
90	1586	3.506172839506173
90	1588	3.7901234567901234
90	1617	3.3950617283950617
90	1625	3.320987654320988
90	1627	4.0
90	1645	3.753086419753086
90	1673	3.493827160493827
90	1682	2.432098765432099
90	1687	3.0
90	1704	3.333333333333333
90	1711	2.703703703703704
90	1721	2.814814814814815
90	1729	3.802469135802469
90	1747	3.08641975308642
90	1769	3.506172839506173
90	1779	2.851851851851852
90	1783	2.567901234567901
90	1784	3.6049382716049374
90	1799	3.234567901234568
90	1805	3.753086419753086
90	1845	2.6419753086419755
90	1858	3.185185185185185
90	1892	3.308641975308642
90	1894	3.765432098765432
90	1909	3.2962962962962963
90	1912	3.6666666666666665
90	1914	3.691358024691358
90	1917	2.8395061728395063
90	2012	4.135802469135802
90	2027	3.2222222222222223
90	2060	3.0
90	2094	3.2839506172839505
90	2106	2.876543209876543
90	2108	3.4814814814814814
90	2170	3.7777777777777777
90	2177	3.703703703703704
90	2190	2.0
90	2273	2.3580246913580245
90	2278	3.567901234567901
90	2279	3.5308641975308643
90	2302	3.506172839506173
90	2321	3.950617283950617
90	2331	4.160493827160494
90	2335	2.962962962962963
90	2394	2.4814814814814814
90	2395	2.9753086419753085
90	2424	2.8641975308641974
90	2427	3.740740740740741
90	2431	2.691358024691358
90	2505	3.592592592592593
90	2539	2.753086419753086
90	2540	2.037037037037037
90	2542	3.259259259259259
90	2582	3.7901234567901234
90	2628	3.308641975308642
90	2683	2.716049382716049
90	2688	3.506172839506173
90	2700	2.9012345679012346
90	2707	3.6049382716049374
90	2712	2.691358024691358
90	2723	2.728395061728395
90	2762	3.135802469135802
90	2763	2.185185185185185
90	2791	2.950617283950617
90	2792	3.197530864197531
90	2803	2.950617283950617
90	2841	3.1604938271604937
90	2858	3.061728395061728
90	2879	3.2839506172839505
90	2880	4.185185185185185
90	2881	2.802469135802469
90	2908	2.9135802469135803
90	2912	3.864197530864197
90	2916	3.506172839506173
90	2959	3.320987654320988
90	2976	2.9876543209876543
90	2997	2.9876543209876543
90	3005	3.493827160493827
90	3082	3.4074074074074074
90	3100	3.1728395061728394
90	3105	3.197530864197531
90	3114	3.506172839506173
90	3129	3.4074074074074074
90	3141	2.728395061728395
90	3147	4.1234567901234565
90	3160	3.555555555555556
90	3175	4.3580246913580245
90	3186	3.1728395061728394
90	3208	2.8271604938271606
90	3219	3.469135802469136
