user	item	prediction
20	1240	4.319534429720921
20	1371	3.753269288312436
20	1375	3.0943364784850784
20	1468	4.342473741009046
20	1527	3.350457249320194
20	1694	3.841655118763268
20	2641	3.948574874448192
20	2858	2.675509933817336
20	3527	3.4291441425158387
20	3717	3.171779853233407
20	3753	4.182562798437305
44	2	3.3367590645361656
44	151	3.456081315077648
44	249	3.359662456603904
44	316	3.751424791920773
44	317	3.948574874448192
44	349	3.582042142623884
44	380	2.548121113551691
44	494	3.948574874448192
44	539	3.357579174028404
44	543	3.8136925968108457
44	552	3.646165105305868
44	587	3.665162293750152
44	590	3.0060380959938
44	592	3.108356458952368
44	733	3.2385845913824203
44	736	3.948574874448192
44	741	3.70863785761702
44	902	3.5191062858024327
44	904	3.8687707070889785
44	912	3.689436909713695
44	920	3.5507291905560776
44	969	3.4891641579917416
44	1073	3.446565062959072
44	1215	4.352170483479189
44	1291	3.4707044867643897
44	1339	3.948574874448192
44	1345	3.8089707887613993
44	1552	3.552189128716526
44	1573	3.0785902194027632
44	1580	3.762465226371938
44	1584	4.0948197198118095
44	1645	3.5191062858024327
44	1754	3.5264269526598397
44	1967	4.1973479512707295
44	2006	3.598002199984021
44	2011	3.792816430139543
44	2017	3.1922199809289427
44	2020	3.4291441425158387
44	2021	3.1215931942470125
44	2043	3.408394767631027
44	2054	4.1973479512707295
44	2097	3.792816430139543
44	2110	4.352170483479189
44	2115	4.133762080298011
44	2133	3.894732494246433
44	2135	3.364029077920694
44	2161	4.214366976782536
44	2167	4.32725417488582
44	2193	3.792816430139543
44	2253	3.948574874448192
44	2297	3.7630633637562463
44	2311	3.767850312552617
44	2406	4.050100798178415
44	2470	3.894732494246433
44	2550	3.492378134226567
44	2617	3.565164685172222
44	2699	4.352170483479189
44	2747	3.441592988996579
44	2872	4.350376025604364
44	2875	4.350376025604364
44	2968	3.756211740717144
44	3000	3.8089707887613993
44	3108	3.598002199984021
44	3153	3.539069667878397
44	3175	4.32725417488582
44	3251	4.169998908443649
44	3264	3.642139111938473
44	3386	3.598002199984021
44	3412	3.3366888444634486
44	3466	3.312249134843843
44	3489	4.327436714316239
44	3612	3.756211740717144
44	3623	4.035509725659519
44	3771	4.327436714316239
44	3798	4.327436714316239
44	3928	3.363652402039253
65	1090	4.3472344318362985
65	1250	4.359898106940194
65	1294	4.327436714316239
65	1298	3.411069511474772
65	1797	4.484675799455968
65	2815	4.476773514860651
65	3066	4.539761764525582
65	3448	4.46156182703353
65	3552	4.214366976782536
127	474	4.345112954106769
127	830	3.5355439644289954
127	858	3.8089707887613993
127	1197	3.800238362700161
127	1198	4.125953264445611
127	1219	3.948574874448192
127	1221	3.3708973770157296
127	1287	4.169998908443649
127	1291	4.189633207619585
127	1304	4.1973479512707295
127	1387	4.304098061631506
127	1953	4.302345744588557
127	1954	4.32725417488582
127	2346	4.30252040572287
127	2529	4.456975797340591
127	2692	4.327436714316239
127	3418	4.469464111628848
127	3551	3.1604132839921526
127	3756	3.755062067710022
131	101	3.5988894182307885
131	1217	3.053516535421541
131	2616	3.8089707887613993
131	2759	3.4546303477285
131	3819	2.341359568427836
134	2028	2.6240001390210232
134	3298	3.0398625074424777
134	3300	1.603101810308623
134	3301	3.749166516615325
134	3534	2.73400014239902
134	3618	1.788927158872777
134	3623	2.02524344637113
134	3717	1.758430023649344
134	3719	2.934907595815352
134	3826	2.743076839364404
134	3861	2.721236883463868
134	3884	2.5140305884910754
134	3897	2.780624377049127
134	3946	3.843219978906472
134	3948	2.5278365522264554
146	858	3.4451051247986237
146	915	3.8000171785954326
146	938	3.756211740717144
146	951	3.948574874448192
146	965	3.756809878101452
146	1186	3.644157761495243
146	1212	3.524263900522665
146	1221	3.756809878101452
146	1295	2.533687763949886
146	1340	4.172614182107779
146	1371	3.5507291905560776
146	1466	4.30252040572287
146	1527	3.751424791920773
146	1653	4.07928365370632
146	2212	4.172614182107779
146	2936	3.5507291905560776
146	3408	3.948574874448192
146	3481	4.335164337777243
146	3684	4.1973479512707295
149	356	4.1973479512707295
149	923	4.352170483479189
149	1219	4.327262053181926
149	1321	4.362864339892621
149	1344	3.948574874448192
149	1927	3.948574874448192
149	1955	4.217333209734964
149	2696	4.19253373805412
149	2972	4.355136716431616
149	3077	4.350376025604364
157	3897	4.202606353511408
169	2060	3.037771249208304
169	2529	3.597321672652883
173	35	3.948574874448192
173	154	4.0948197198118095
173	163	3.657984428171887
173	337	4.187893712136778
173	412	3.8089707887613993
173	515	3.8062706642502273
173	594	3.1383171658967552
173	599	4.141346484675546
173	680	3.841655118763268
173	902	3.235048053148685
173	914	4.294517728885639
173	1028	3.363963153673171
173	1029	4.1973479512707295
173	1035	3.948574874448192
173	1046	4.07052222632891
173	1079	3.5693994274053265
173	1083	4.32725417488582
173	1084	3.767850312552617
173	1096	3.8089707887613993
173	1131	4.084681013046587
173	1132	3.227123172835296
173	1172	4.035509725659519
173	1185	3.822425022872084
173	1186	3.9503676538457775
173	1209	3.316994561983542
173	1222	3.792816430139543
173	1224	3.8089707887613993
173	1225	4.102020468267699
173	1228	3.316623954150929
173	1242	4.214366976782536
173	1258	3.2903538877231147
173	1264	3.792816430139543
173	1266	3.751424791920773
173	1272	4.084681013046587
173	1276	3.753269288312436
173	1285	3.948574874448192
173	1288	3.8089707887613993
173	1293	3.3029966029416724
173	1304	3.948574874448192
173	1305	3.2364510726909272
173	1333	4.1973479512707295
173	1339	3.8089707887613993
173	1527	3.762465226371938
173	1572	3.101153066551477
173	1608	3.8089707887613993
173	1653	4.1973479512707295
173	1947	3.948574874448192
173	1948	3.6355518220730767
173	1949	3.3110618877111
173	1960	3.948574874448192
173	1963	3.5395464134979684
173	1968	4.189633207619585
173	2020	4.32725417488582
173	2023	4.312469022052396
173	2067	4.319534429720921
173	2076	4.1973479512707295
173	2104	4.214366976782536
173	2132	3.8000171785954326
173	2174	3.948574874448192
173	2248	4.141346484675546
173	2300	4.087936851573702
173	2313	3.7604700367683255
173	2457	4.1973479512707295
173	2529	4.0948197198118095
173	2579	3.948574874448192
173	2728	3.605180065562287
173	2729	4.1973479512707295
173	2732	4.07928365370632
173	2780	4.07928365370632
173	2782	3.757678277575568
173	2857	3.948574874448192
173	2863	3.435238381518529
173	2915	3.894732494246433
173	2919	3.598002199984021
173	2944	4.32725417488582
173	2947	3.756211740717144
173	2948	3.948574874448192
173	2949	4.0948197198118095
173	2993	4.141346484675546
173	3036	4.0948197198118095
173	3047	4.169998908443649
173	3090	3.792816430139543
173	3111	3.565164685172222
173	3235	3.5395464134979684
173	3241	3.272792365034549
173	3366	4.050100798178415
173	3508	4.141346484675546
173	3535	4.189633207619585
173	3543	4.1973479512707295
173	3568	3.756211740717144
173	3633	3.756809878101452
173	3654	4.352170483479189
173	3668	4.214366976782536
173	3681	4.172614182107779
173	3682	4.174406961505365
173	3703	4.327436714316239
173	3731	4.07779814480848
173	3811	4.214366976782536
173	3837	4.30252040572287
173	3915	4.327436714316239
173	3925	4.189633207619585
188	24	3.159857776952307
188	223	3.020913507535837
188	858	2.9082021194310066
188	913	3.233193337866675
188	965	2.617147522532957
188	1136	2.6509458568542983
188	1251	2.9082021194310066
188	1270	2.73400014239902
188	1306	1.9233694548578224
188	1345	3.089686860723965
188	1371	3.856674213017156
188	1653	2.1415909371681146
188	1944	3.744114575390724
188	1945	3.5355439644289954
188	2013	2.1347383206800488
188	2105	3.122020051308695
188	2395	1.861365761818889
188	2428	2.1540144392241958
188	2433	2.794083102425039
188	2490	2.9150456246986955
188	2526	2.484546800590567
188	2560	3.3362709671439656
188	2571	2.73400014239902
188	2598	2.740200710087514
188	2599	2.749277407052898
188	2600	3.14589128547651
188	2605	2.749277407052898
188	2670	1.521307675299846
188	2686	3.7873218758847047
188	2688	3.0965034487903638
188	2699	2.595307566632421
188	2701	2.493623497555951
188	2702	2.743076839364404
188	2710	1.7284081613385855
188	2723	3.637328011657565
188	2762	3.2766606126934943
188	2763	2.8307636571062385
188	2770	3.079076277018896
188	2806	3.079076277018896
188	2826	3.744114575390724
188	2959	3.796578347160602
188	2976	3.5355439644289954
188	2987	3.5355439644289954
188	3053	3.96734418240032
188	3203	4.132136256204039
188	3219	3.744114575390724
188	3298	2.6195528143873976
188	3300	2.6104761174220137
188	3316	3.996527037928225
188	3384	3.089686860723965
188	3452	3.62439379331162
188	3516	3.51419882088818
188	3527	2.5140305884910754
188	3578	3.0415630705080514
188	3593	3.4654329621833053
188	3623	2.73400014239902
188	3682	3.51419882088818
188	3712	2.6104761174220137
188	3717	2.995160265080674
188	3744	2.8543197270934813
188	3793	2.306054311843536
188	3826	2.9889404685762484
188	3827	2.98000194017255
188	3863	2.1347383206800488
188	3879	3.8355751494402175
188	3946	2.493623497555951
192	555	2.463117388596247
192	593	2.73811915602699
192	1032	3.3878759175885627
192	1307	3.1309876179285685
192	2762	3.843219978906472
192	2894	3.316722146476601
192	3125	3.680668405603417
192	3481	3.859647014609133
192	3886	3.98307280381754
195	36	4.355136716431616
195	111	3.395848843381754
195	141	4.087936851573702
195	248	4.138045361410083
195	709	2.585862196841721
195	926	3.053516535421541
195	1207	3.614370356201027
195	1228	4.182562798437305
195	1587	3.894732494246433
195	1635	3.663369514352565
195	1729	3.948574874448192
195	1732	4.191425987017172
195	1952	4.086473792444173
195	1961	3.756809878101452
195	2028	4.07779814480848
195	2059	4.505705609452385
195	2111	4.378076027719741
195	2125	4.327436714316239
195	2662	4.412999755801513
195	2779	3.948574874448192
195	2826	3.5518455173123105
195	2844	4.327436714316239
195	2968	4.378076027719741
195	3189	3.483619661834447
195	3273	4.476773514860651
195	3392	3.8242503187903982
195	3451	4.330220407838248
195	3510	4.084681013046587
195	3785	4.172614182107779
195	3822	4.525962784516627
201	3901	2.6239070086175067
208	908	3.5539819081141126
208	1288	3.20851927851182
208	1409	4.07928365370632
208	2181	4.0948197198118095
208	2687	2.8122846399014843
235	412	3.3571991922317013
235	413	3.948574874448192
235	638	4.126092656016549
235	1202	2.35575069450989
235	1278	3.756211740717144
235	1527	3.565164685172222
235	2193	3.4451051247986237
235	2897	4.456975797340591
235	3392	3.753269288312436
235	3712	3.5539819081141126
235	3749	2.7430539478614038
235	3830	3.8136925968108457
235	3858	3.8089707887613993
237	153	2.826717989503289
237	1377	2.970866637543211
237	2011	3.385333266812452
239	3949	4.355136716431616
270	21	3.630166735892398
270	593	3.8089707887613993
270	923	4.34735627026258
270	3753	4.335164337777243
270	3755	3.1451337539631536
270	3798	4.214366976782536
270	3825	3.657984428171887
270	3893	4.354962055297303
270	3897	4.362864339892621
270	3916	3.8089707887613993
270	3948	3.762465226371938
279	110	3.6086456884053786
279	155	3.224491280240142
279	161	2.4240382346350278
279	266	2.058676425032017
279	356	3.136337761763514
279	466	3.0044759830208365
279	780	3.505405630268747
279	946	3.8281993694034337
279	969	3.1765817380805816
279	1090	3.568630308015314
279	1094	3.608660213339717
279	1183	3.1633068877645765
279	1184	3.1339029589009337
279	1233	3.446306881382389
279	1289	2.684665640740836
279	1391	3.8857566096453
279	1586	3.25606382553991
279	1619	3.9538332766888704
279	2067	3.010409601369631
279	2106	3.166355184538707
279	2402	3.061062120876505
279	2404	3.8126975133967296
279	2427	2.341359568427836
279	2476	3.131559219926029
279	2890	3.5051704042938985
279	2944	3.768321765996925
279	3062	3.167728958732352
279	3441	3.4053901203984918
279	3654	3.3115130853148664
279	3742	2.684665640740836
