user	item	prediction
65	2194	4.180501077659103
157	209	4.078824823564441
157	296	3.3701399790369835
157	527	3.593799509457719
157	912	3.7472171321677368
157	1090	3.45446167653557
157	1204	3.880458928332205
157	1208	3.7340948014201256
157	1217	3.902260636986055
157	1221	3.753030809288622
157	1222	4.081169170378925
157	1263	3.959404292244674
157	1299	3.746499462032925
157	1408	3.0582946605206267
157	1944	3.8418711601602458
157	2019	3.998832825196869
157	2194	4.19650302146195
157	2944	3.771721741090461
157	3062	3.6915018634341017
157	3196	4.098230948840415
157	3342	3.6017125778273127
157	3519	4.162822416289992
157	3654	3.961506199758759
157	3733	4.343981209693294
157	3753	3.924861364818706
157	3811	3.130665608585373
164	3916	4.258484758121679
169	2937	3.4494722882557958
192	3949	4.0283419793963855
193	39	3.0848854547595645
193	235	3.2790818025547948
193	334	3.410226655978775
193	357	3.0255644799753045
193	377	3.33543650437004
193	457	3.686813012767189
193	480	3.227899982185137
193	593	2.4617339403584126
193	952	3.3164405674465987
193	955	3.266017598292007
193	1031	3.303291688005776
193	1073	3.2771613957982693
193	1127	2.9494435428288943
193	1162	3.376525744697386
193	1172	3.059878598834916
193	1175	2.6113372571264053
193	1197	3.1723162667638545
193	1198	3.3104730941098173
193	1199	3.146649147094455
193	1204	2.900182251286804
193	1224	2.790853326915473
193	1225	3.107918683921512
193	1233	3.444476182028529
193	1264	3.412235439976952
193	1293	2.972498242654791
193	1374	3.3409201784881386
193	1394	2.994010830047855
193	1748	3.303881877604821
193	1885	2.411320661269375
193	1912	3.019103238053742
193	1914	3.321730859296456
193	1957	3.4625948922170937
193	2020	3.3000092621197368
193	2094	2.8947528562613245
193	2099	3.071856341760566
193	2150	3.2260178480957125
193	2208	2.9919910118343878
193	2366	3.186652493665327
193	2396	3.349747498645065
193	2571	2.9853317959767134
193	2716	3.263660859674784
193	2723	3.0600928030872616
193	2791	3.6751416276086863
193	2871	3.114573635056434
193	2912	3.297015463703369
193	2937	2.8346541748992578
193	2968	3.012624567669957
193	2973	3.2981784924466937
193	2987	3.402559568509272
193	3000	3.352627748018474
193	3019	2.965206715461724
193	3072	3.158757447129736
193	3088	3.22881719393068
193	3096	2.945747505105647
193	3153	3.4039382761534926
193	3267	3.42154891036842
193	3334	2.840267006375541
193	3361	3.4515588848504866
193	3396	3.4374446348173784
193	3406	3.417395397522608
193	3548	3.6238624070530863
193	3576	3.2014743859537136
193	3703	3.7064801508543024
193	3770	3.4761926339606597
193	3927	3.786474145827376
195	6	4.089073009313675
195	910	4.479377019420154
195	1361	4.233597240219781
195	1953	3.6174022658413407
195	2004	4.274608904110268
195	2064	4.189083444172847
195	2340	3.9338551540300433
195	2512	3.995006063025259
195	2630	3.712976611971661
195	2908	3.797333373212118
195	2997	4.0579248736893385
195	3088	3.976464593322493
195	3090	4.474235408430541
195	3095	3.96733012754907
195	3134	3.425547619295716
195	3327	3.106145606500918
195	3386	4.1987979390519685
195	3471	3.155194193480543
195	3951	4.0231370446440415
231	1036	4.449062994958304
231	1127	4.191815216305401
231	1196	4.630389580598461
231	1198	4.72205975487011
231	1220	4.30091865314529
231	1246	4.731092368823052
231	1286	4.428777297953122
231	1307	4.3146548331133365
231	1674	4.274729996033972
231	2000	4.603081781421125
231	2110	4.474004763317728
231	2144	3.928966624148216
231	2194	4.308922158626547
231	2248	4.408276113720039
231	2797	4.918055169549374
231	2918	4.773012259314036
231	3361	4.215923844236329
231	3397	4.588543376527709
231	3505	4.522115401513521
237	2454	3.3866302567898194
237	2648	3.638348432763928
239	1880	3.4410530099935164
306	999	3.252317354563864
306	1729	3.78122755890118
306	2329	3.024782870885741
306	2683	3.70031879680986
343	19	3.4284997545359657
343	39	4.247926823443346
343	89	3.992717482346597
343	208	4.186021606763527
343	258	3.870225737783151
343	276	4.02680752246459
343	302	4.23742137626225
343	589	3.956240662988684
343	1101	3.2629420505752216
343	1188	3.94122445862413
343	1350	3.874002804679427
343	1353	4.070163129759194
343	1479	3.983170435893351
343	1487	3.779321137711643
343	1517	2.94305087406261
343	1562	3.510289269503416
343	1676	3.568563712919447
343	1801	3.21018300051096
343	1894	3.254073266133996
343	1954	4.001863046540611
343	2000	3.356433713282911
343	2034	3.478695252499614
343	2080	4.16404292407083
343	2194	4.223140147435446
343	2243	3.9845192078576743
343	2249	3.4516766319251686
343	2291	3.192560371738991
343	2302	3.4898691286631625
343	2321	4.380777971461294
343	2375	4.228100398636528
343	2409	3.928759252604372
343	2410	4.1196501512439045
343	2411	3.685338822780508
343	2572	3.721664916393346
343	2840	3.842750070926247
343	2882	4.00174888984104
343	3268	2.978327139020481
343	3355	3.1283459615768123
343	3479	3.753682351807268
343	3670	4.080812525375533
349	593	3.841404142780052
349	923	3.232889523330336
349	1466	3.594566754571036
349	1953	3.611496979270439
