user	item	prediction
44	2	3.5526472425683773
44	151	3.359215156619651
44	249	3.743670691796464
44	316	4.002289732817604
44	317	3.5358399003628365
44	349	3.318783520989524
44	380	2.925659214268925
44	494	3.8204954045073385
44	539	3.3373058528408066
44	543	3.773105626360872
44	552	3.683861500564383
44	587	3.576393428432709
44	590	3.939043155783597
44	592	3.2140210356972783
44	733	3.331829995468732
44	736	3.2631224476466136
44	741	3.14300576717083
44	902	3.737987292343075
44	904	3.950188838116742
44	912	3.9192825857378417
44	920	3.7647772661034673
44	969	3.58281472282703
44	1073	3.563832577700764
44	1215	3.517934096365146
44	1291	4.059971811329392
44	1339	3.4924998019916798
44	1345	3.908571259481741
44	1552	3.5550128346827448
44	1573	3.573609236519696
44	1580	3.198360353850528
44	1584	3.7138107631842554
44	1645	4.176833678894807
44	1754	3.6300682538156814
44	1967	3.609494851613341
44	2006	4.182760715332789
44	2011	3.643482000323706
44	2017	3.8719319948887816
44	2020	3.2855505639375107
44	2021	3.3505313608014755
44	2043	3.1165517859331047
44	2054	4.220843261568602
44	2097	3.490573827816593
44	2110	4.113787309585692
44	2115	3.8330884317793408
44	2133	4.3130408378626175
44	2135	4.087772609321531
44	2161	3.509299875594781
44	2167	4.185185342446034
44	2193	3.334727571492273
44	2253	3.5127296141542472
44	2297	3.8030437083393167
44	2311	3.9932359667840656
44	2406	3.653290758346946
44	2470	3.72620597454528
44	2550	4.01230975334355
44	2617	3.889462556329274
44	2699	4.122533218450214
44	2747	4.442820820524333
44	2872	4.155681780401747
44	2875	4.420505151521532
44	2968	4.445349704796987
44	3000	3.5526682987124136
44	3108	3.755388321564317
44	3153	3.615852362996743
44	3175	3.525903715452376
44	3251	4.2216704066420725
44	3264	4.163470395745144
44	3386	3.7236474409988456
44	3412	3.836417283419745
44	3466	3.368789399398087
44	3489	3.29350616289438
44	3612	4.349415797299829
44	3623	3.8092870144687456
44	3771	4.0504380153689326
44	3798	4.431112241916053
44	3928	3.499236226869747
102	912	3.8410255644305913
102	1127	3.8942153229677294
102	1240	3.7821015731906455
102	1755	3.841871805000157
102	2416	4.403217440306534
102	2699	4.339920996502139
102	3177	3.753922001486405
102	3189	3.53397584577909
102	3298	4.152053375301104
102	3326	3.7245889020183593
102	3357	3.6387451782760456
102	3408	3.990316269717581
102	3512	3.246666123227731
102	3534	3.772056756079397
102	3535	3.95222236995902
102	3536	4.50221511049161
102	3554	3.746871438441757
102	3555	4.462734597149456
102	3566	4.035795322736382
102	3578	3.566169119928412
102	3618	4.033135662740079
102	3745	2.671530057747172
102	3751	3.9825627969019832
102	3755	2.8952211327886253
102	3793	3.6432417008354
102	3915	3.517780399241375
127	474	4.179363594960922
127	858	3.57893228044527
127	1197	3.8886772705355135
127	1198	3.837344996732335
127	1219	4.15261970042355
127	1221	4.001746494871861
127	1287	4.152019728552933
127	1291	4.323032855899183
127	1304	4.254652183776215
127	1387	4.233562644148444
127	1953	4.353578690251454
127	1954	4.298241429777932
127	2529	4.483617647908613
127	2692	4.1944868495175855
127	3418	4.500048076138737
127	3551	3.903696680071779
127	3756	4.213561935134349
131	1217	2.3275956894106526
131	2616	3.8971493787074287
131	2759	3.0889377895999184
131	3819	3.570009075161867
134	3298	2.7531948710094536
134	3300	1.595992789387116
134	3301	3.017478793589067
134	3534	1.3843308865321389
134	3618	1.60678094113151
134	3623	3.91589292281056
134	3717	2.171254521260822
134	3719	2.739829103689563
134	3826	2.737574597824483
134	3861	3.011587702229876
134	3884	2.745700570419765
134	3897	2.7031187860008377
134	3946	2.830739316633499
134	3948	1.8504742202684028
149	356	4.167924572701259
149	923	4.444580849213087
149	1321	4.210135916049033
149	1344	4.002136885832872
149	1955	4.470751526383033
149	2696	4.014387056378589
149	3077	4.040049272656852
151	3618	3.534739216677771
157	3897	4.172097534488215
169	1046	3.30574421001678
169	1073	3.5434021468996364
169	1135	3.55808843061034
169	1344	3.042819397875665
169	2005	3.1129911573676448
169	2060	3.560580861709802
169	2529	3.816281438987976
169	3160	3.609495917226925
173	10	3.772619946539208
173	29	3.8862299125666
173	164	3.761659631280923
173	480	3.343543408679229
173	590	3.562926157016
173	648	3.309706039965002
173	707	3.5340378335743834
173	969	3.5364013045739564
173	1085	3.7314378295766417
173	1129	4.132513477732752
173	1198	3.78630215265377
173	1210	4.137628854236161
173	1215	3.9240814278970753
173	1254	3.332052720914513
173	1261	4.409189250746762
173	1274	3.1968184321700126
173	1275	3.5475682195350995
173	1303	3.3190386204904563
173	1372	3.5774063685235973
173	1374	4.023485837288271
173	1376	2.7702768890250278
173	1615	3.1073140314373693
173	1783	3.732199282747669
173	2046	3.543124447614312
173	2115	4.020812732950025
173	2366	3.5830533452415367
173	2406	3.732552225991076
