user	item	prediction
19	318	4.606973303936973
19	1234	4.290671184487493
22	908	2.7228541232804018
22	910	3.187064673348037
22	1034	2.6248141967781287
22	1097	2.9287628728631527
22	1884	2.735876867160965
22	2011	2.995993846627444
22	2046	3.1211834693638605
22	2376	3.542724662440143
22	3527	3.846986456983053
22	3698	3.883884847159683
22	3896	3.5401311405319413
23	327	3.236196780389703
23	915	2.8734521643331714
23	1090	1.9697402877397736
23	1204	1.6520854338351223
23	1222	2.59207761230462
23	1258	3.3417917853287644
23	1388	3.1395218413106885
23	1958	2.9538264256883138
23	2119	3.1355075868371887
23	2148	2.602209470402024
23	2149	3.3708130874551334
23	2259	2.9518435632470315
23	2409	2.439413228690718
23	2410	1.6849249445714491
23	2411	2.381047006378392
23	2617	2.2397351637292373
23	2641	3.3443730020559137
23	2642	3.691312017916872
23	2643	3.556681481287089
23	2712	3.520860571767209
23	2973	2.2643977377321534
23	3052	2.881357500186401
23	3396	2.1397589582699026
23	3525	2.5237228204789464
23	3740	3.5572021430946617
36	260	3.872537157099993
36	292	3.729484569557612
36	368	4.494110752020762
36	507	4.073568344764087
36	541	4.184154185718179
36	555	4.149098235048866
36	592	4.065986890769782
36	610	4.23353037315468
36	858	4.380756041465056
36	1036	3.954794693783751
36	1101	4.331508856288814
36	1198	4.166156994604655
36	1221	4.1170939107966
36	1264	4.066274090065519
36	1374	4.250777069561153
36	1376	3.599145056978572
36	1597	4.563881351289241
36	1608	4.182306204237348
36	1954	3.887969519571239
36	2001	4.273564442725646
36	2013	4.986225483165583
36	2105	3.9397337101216343
36	2194	3.947428971998635
36	2273	4.680478505448495
36	2529	4.326198601755039
36	2617	4.166638114144204
36	2640	4.089475170800312
36	2802	3.879242009851153
36	2948	4.859169394071166
36	2989	4.300862499245999
36	3104	4.987159301513927
36	3418	4.859045068829161
36	3480	4.554068785857186
36	3576	4.347957229966603
36	3635	4.996277583128979
36	3702	4.122350511242672
65	1	4.831092026411611
65	34	3.2307908823009472
65	454	4.521064535706208
65	524	4.044346491600933
65	587	3.959668940323009
65	588	5.407508858465825
65	592	4.711122366329106
65	832	3.736074309799077
65	1094	4.430379058698874
65	1259	4.221404876485147
65	1958	4.599519771213126
65	2028	3.583701274905095
65	2088	5.187458860874073
65	2133	4.86267621481427
65	2236	3.997016901909881
65	2421	4.273390217947361
65	2422	4.27858853623526
65	2431	4.725181271818702
65	2450	4.736327788644874
65	2470	4.2308371943394345
65	2471	4.633031343826302
65	2712	4.928644044996696
65	2762	4.548797791716101
65	2858	4.624635315358556
65	2950	4.566511801200867
65	2987	4.378877303842836
65	3005	4.789865315240118
65	3175	4.33251202955988
65	3534	5.1686852605416815
65	3555	3.540546345077827
65	3753	4.3022314132663855
68	1	4.183865391315542
68	17	4.049290356936954
68	28	3.799287225651288
68	223	4.5539760487765495
68	562	4.0055492773944295
68	1073	3.0958037665142024
68	1080	3.412171853543899
68	1243	4.320349571399024
68	1265	3.3800794474795275
68	1270	3.5319888132377057
68	1307	3.184040672886547
68	1517	3.548285807339909
68	1639	3.650833584888681
68	1747	3.9337785926997695
68	1912	3.2378170600730423
68	1923	3.203470726844181
68	1966	3.692215791255117
68	2064	4.140025834673817
68	2300	4.554031973667959
68	2324	3.4132813298079565
68	2355	3.813623288092825
68	2396	3.695089727039996
68	2657	3.8522208842624153
68	2690	3.918164864312942
68	2692	3.9458672150237657
68	2791	3.827162382134864
68	2797	3.7725577126807615
68	3421	3.9342000317273618
68	3507	3.8264639308972415
68	3608	3.983572246180107
74	50	3.5206728384593324
74	123	4.529192867529301
74	164	3.8563366997089816
74	593	3.794679065833791
74	615	4.81910763318601
74	858	3.9664339590056463
74	869	4.509160890171718
74	1066	4.275612952363676
74	1419	4.305925117636102
74	1589	3.55283486076006
74	1732	4.72750827309407
74	2583	4.114950708514746
74	2858	4.403357925161052
74	3044	3.836226289316437
74	3176	4.522110796026812
74	3741	4.791872463992688
80	590	4.261718382809181
85	2188	4.003799974118947
85	2683	3.289518564397246
85	2699	3.356502847066893
85	2706	3.7024030905085312
85	2710	2.823745253642046
85	2908	3.997343745853226
85	3005	3.280530951870133
85	3317	3.115523325196621
85	3949	2.8985151078148523
89	370	3.1391322696669786
89	527	2.445563905437796
89	1218	2.518686012530345
89	1704	4.658095790584245
89	2791	2.333987985181833
89	2792	2.664434793378112
89	3265	4.454602227513929
89	3408	3.6240464305674966
89	3740	4.687832781673501
89	3868	2.6143690081387474
89	3869	2.9319799012305814
90	1	2.760192582963252
90	12	3.112418407910412
90	19	3.358853883888404
90	32	2.9059300987402112
90	34	3.2780727720525853
90	45	3.3161997901921376
90	47	3.009879306719709
90	50	2.860858342609912
90	60	3.332996562727033
90	63	3.858795990566684
90	95	3.1639293335519456
90	110	2.859184405059552
90	112	3.310175122995135
90	141	3.116752367345792
90	164	3.0281534917865907
90	185	2.91639074488854
90	208	3.7323764898777063
90	224	3.304930050172304
90	235	2.680368756155934
90	253	3.037161553188618
90	257	2.9022795261854504
90	281	3.830158500950567
90	294	3.035915833414469
90	300	3.289052548524264
90	318	2.348311167124103
90	337	2.594638984966611
90	344	3.0452248258681625
90	350	2.797587856393672
90	353	3.740707960024931
90	356	3.026485564616129
90	367	3.0881626847449013
90	370	3.655470374951741
90	373	3.255350479420302
90	376	2.979821204222623
90	377	2.439125244151087
90	383	2.797390654584599
90	392	3.501057211497783
90	440	3.2469152542892408
90	454	3.42790321734873
90	457	3.555064757124046
90	468	3.8059480460250086
90	471	3.133649634956512
90	477	2.722417857794228
90	527	3.251732402045384
90	539	3.7415273560799607
90	551	3.470784689504128
90	553	2.836094113978519
90	586	2.879743556065256
90	608	2.263845442625935
90	647	3.0737392900832923
90	648	2.7366596832806143
90	708	3.6018837879129637
90	736	2.5552411327575952
90	743	3.8935057496638814
90	765	3.309081082846496
90	780	3.4218168026928346
90	784	2.557446601271123
90	786	2.9029143668164963
90	788	3.634573861617046
90	802	3.596101056383157
90	852	3.6265580657030654
90	861	3.499261893493282
90	869	3.800701600719839
90	903	2.9320800090808623
90	913	3.020452507749912
90	986	3.3805883840687767
90	993	2.964977394337134
90	994	3.0222547165521805
90	999	3.010620543241602
90	1020	3.075403940709366
90	1037	2.7491994623245573
90	1042	2.670277060926918
90	1049	3.705603737001004
90	1080	2.925439881097508
90	1089	2.8667017194327515
90	1136	3.773620833419514
90	1219	3.5762573861202385
90	1233	3.580755393817744
90	1265	3.22194437515314
90	1266	2.695247677966524
90	1275	3.031084051458498
90	1284	2.5894891243077947
90	1377	3.7208805955483175
90	1390	2.9731538451219945
90	1391	2.9726413405245684
90	1401	3.490706961651332
90	1416	4.238263503865315
90	1429	3.189165099643605
90	1437	3.334240123173052
90	1449	3.069259139534444
90	1457	4.16677856204912
90	1459	3.7331242338529855
90	1466	3.376599125137499
90	1476	4.058609156939505
90	1480	3.4978166019945647
90	1485	3.196064395670494
90	1487	2.9578008118470605
90	1518	3.334407321514674
90	1527	3.4854703810945478
90	1552	3.7971224655671993
90	1580	3.616071901914628
90	1584	3.130933997981047
90	1586	3.804984032529229
90	1588	3.9003090933544673
90	1617	3.399177359651079
90	1625	3.11489268368776
90	1627	4.005401164984312
90	1645	3.91161152175883
90	1673	3.6998427619908254
90	1682	2.959426181733617
90	1687	3.297394707222812
90	1704	3.514531264976885
90	1711	2.9189537170895545
90	1721	2.570456883656413
90	1729	3.815230274273672
90	1747	2.9957301927761995
90	1769	3.217562677180369
90	1779	3.000936830639867
90	1783	2.748864823333838
90	1784	3.451782537544243
90	1799	3.093845945285575
90	1805	3.6911539253304526
90	1845	2.8673795030223483
90	1858	3.536814309597247
90	1892	3.1600012606742163
90	1894	4.131031119559644
90	1909	3.406436670805716
90	1912	3.526135560320923
90	1914	3.7147714998518673
90	1917	2.7077887885548217
90	2012	4.130758846377781
90	2027	3.558141462358202
90	2060	2.9997232956916258
90	2094	3.285653085271183
90	2106	2.7556307205198665
90	2108	3.7439074499219487
90	2170	4.1321388178015885
90	2177	3.700283536933049
90	2190	2.1376917707890835
90	2273	2.297550714178965
90	2278	3.6178123887208855
90	2279	3.512386659166633
90	2302	3.469416370556837
90	2321	4.116029098661462
90	2331	4.118199635781071
90	2335	3.2180016499725896
90	2394	2.4431640752701256
90	2395	3.4490458343207067
90	2424	3.315639045967117
90	2427	3.8368094024576647
90	2431	3.1175829391141088
90	2505	3.44274164825206
90	2539	2.656008817584236
90	2540	2.318289335147105
90	2542	2.7885826141613324
90	2582	3.775680435863611
90	2628	3.476367543259047
90	2683	2.6884989604439284
90	2688	3.601035438458018
90	2700	2.85681293425436
90	2707	3.41132036306624
90	2712	3.0293662495595166
90	2723	3.065449721956754
90	2762	2.97655995526551
90	2763	2.4802537163696625
90	2791	2.7040179803872646
90	2792	3.0144092920964765
90	2803	2.894518776824468
90	2841	3.1021593669391505
90	2858	3.1876225284632
90	2879	2.913329265882532
90	2880	4.058084757507075
90	2881	2.925107195171191
90	2908	3.0038062432332646
90	2912	4.013943789515008
90	2916	3.703758370572056
90	2959	3.180990052755797
90	2976	3.1427498859522647
90	2997	3.1317127296939584
90	3005	3.341311791271937
90	3082	3.097341218028649
90	3100	3.158666414658029
90	3105	3.044017229140113
90	3114	3.328077996156008
90	3129	2.912684363307072
90	3141	2.876363106465225
90	3147	4.023890835526157
90	3160	3.724742837028812
90	3175	3.9227288030819873
90	3186	3.500597443056173
90	3208	2.6530943023771
90	3219	3.5366529377544262
90	3247	3.0122042480983824
90	3255	2.9390818160201357
90	3256	2.80721135172412
90	3257	3.962406600164372
90	3264	3.119086760213676
90	3267	3.1120205662802043
90	3386	3.0645782384669524
90	3408	3.0356687065608083
90	3418	4.125061695663911
90	3578	3.979626407753108
90	3623	3.947131023198976
90	3624	2.79802040112133
90	3751	3.0840948496743
90	3752	3.8779105455114617
90	3755	4.102043685447719
90	3798	4.138852587359807
90	3809	4.031879230201716
90	3821	4.157336655277459
90	3826	3.987112091570834
90	3863	2.3326183863343863
90	3869	3.053882858734452
90	3879	2.3861762655241785
90	3896	2.963322078861647
90	3948	3.1965509808325807
99	32	3.440997519198427
99	47	2.9800434672170093
99	260	3.475816492820618
99	364	3.194297469302956
99	457	3.4740036156007883
99	709	2.7878254493427037
99	919	3.343282491545658
99	1012	3.272212080464848
99	1073	3.881169023777833
99	1097	3.359633791737312
99	1197	3.9920794452135855
99	1198	3.3021755689699925
99	1203	3.180102031116874
99	1213	3.465331897924039
99	1234	3.404819596325545
99	1246	4.059613612023897
99	1259	2.9666483564284283
99	1262	3.04595558052788
99	1393	3.979822345630589
99	1529	3.81649113678128
99	1584	3.120961751886645
99	1625	3.2604087475479817
99	1639	3.7098588404563295
99	1968	4.347985249909295
99	2018	3.778506849291477
99	2080	2.9849639116890847
99	2144	3.529355753612989
99	2352	3.196333800802388
99	2542	3.5997186398676098
99	2716	3.420628838229644
99	2762	3.8934887466186594
99	2797	4.309202270863981
99	3006	3.5256001476131096
99	3317	3.895520018669139
99	3363	3.76809578072444
99	3421	3.302698557441204
99	3948	3.369045234939027
116	157	3.1018467653204733
116	165	2.8172514152886765
116	924	4.1302152295821815
116	1036	3.9676983276331614
116	1090	4.154264174074737
116	1222	4.38627728786359
116	1258	4.504967186513652
116	1274	3.408583450067117
116	1370	3.58665197406038
116	1388	4.052561021278931
116	2268	4.2968884820035465
116	2340	3.865382284554452
116	2421	3.056333743776755
116	2422	3.9451066916619983
116	3052	4.438697570536095
116	3253	4.376186759579423
116	3254	3.5494579364658865
116	3527	4.539167484904032
116	3911	4.427500637705813
116	3918	4.630085773228356
116	3949	4.394961103870359
122	112	3.2701341519858134
122	377	3.7916760750372056
122	786	3.1899080115740173
122	1240	2.3625829576052064
122	1387	3.7702789359486304
122	1544	2.672232468274229
122	1580	2.74263288765457
