user,item,rating,timestamp,date
20,1694,3,1009669071,2001-12-29 23:37:51
20,2641,4,1009669115,2001-12-29 23:38:35
20,3527,4,1009669181,2001-12-29 23:39:41
20,1371,4,1009669227,2001-12-29 23:40:27
20,1375,3,1009669115,2001-12-29 23:38:35
20,1527,5,1009669181,2001-12-29 23:39:41
20,1468,3,1009669071,2001-12-29 23:37:51
20,3717,2,1009669071,2001-12-29 23:37:51
20,2858,4,1009669071,2001-12-29 23:37:51
20,3753,5,1009669116,2001-12-29 23:38:36
20,1240,4,1009669181,2001-12-29 23:39:41
36,3359,5,1015905485,2002-03-12 03:58:05
36,581,4,1015905127,2002-03-12 03:52:07
36,7,4,1012707697,2002-02-03 03:41:37
36,1191,4,1015905249,2002-03-12 03:54:09
36,1912,5,1015904924,2002-03-12 03:48:44
36,1283,4,1015962403,2002-03-12 19:46:43
36,2662,3,1015904924,2002-03-12 03:48:44
36,1291,5,1015904836,2002-03-12 03:47:16
36,2167,5,1015904905,2002-03-12 03:48:25
36,1292,5,1012707635,2002-02-03 03:40:35
36,198,5,1015904988,2002-03-12 03:49:48
36,1387,5,1015904819,2002-03-12 03:46:59
36,2774,4,1016224902,2002-03-15 20:41:42
36,3142,4,1015905144,2002-03-12 03:52:24
36,1201,4,1015904819,2002-03-12 03:46:59
36,2951,4,1015904905,2002-03-12 03:48:25
36,3827,4,1015963458,2002-03-12 20:04:18
36,1147,4,1015905111,2002-03-12 03:51:51
36,2527,3,1015904957,2002-03-12 03:49:17
36,553,4,1015905626,2002-03-12 04:00:26
36,556,5,1015905144,2002-03-12 03:52:24
36,2115,5,1015904905,2002-03-12 03:48:25
36,2985,4,1015904941,2002-03-12 03:49:01
44,2550,2,1004409912,2001-10-30 02:45:12
44,1754,1,1004411574,2001-10-30 03:12:54
44,2054,3,1004410334,2001-10-30 02:52:14
44,3798,2,1004409889,2001-10-30 02:44:49
44,587,2,1004410065,2001-10-30 02:47:45
44,3000,3,1004410532,2001-10-30 02:55:32
44,151,4,1004412054,2001-10-30 03:20:54
44,2,4,1004410663,2001-10-30 02:57:43
44,2133,3,1004410707,2001-10-30 02:58:27
44,2135,4,1004410742,2001-10-30 02:59:02
44,1339,4,1004411431,2001-10-30 03:10:31
44,733,4,1004410618,2001-10-30 02:56:58
44,590,3,1004410618,2001-10-30 02:56:58
44,736,3,1004410015,2001-10-30 02:46:55
44,592,3,1004410590,2001-10-30 02:56:30
44,1345,1,1004411376,2001-10-30 03:09:36
44,741,4,1004410877,2001-10-30 03:01:17
44,3386,3,1004411530,2001-10-30 03:12:10
44,316,4,1004410724,2001-10-30 02:58:44
44,317,2,1004410334,2001-10-30 02:52:14
44,249,4,1004412009,2001-10-30 03:20:09
44,3466,3,1004410300,2001-10-30 02:51:40
44,3108,3,1004411945,2001-10-30 03:19:05
44,2161,3,1004410300,2001-10-30 02:51:40
44,902,3,1004411930,2001-10-30 03:18:50
44,1291,5,1004410532,2001-10-30 02:55:32
44,904,4,1004410151,2001-10-30 02:49:11
44,2167,4,1004410637,2001-10-30 02:57:17
44,2097,3,1004411431,2001-10-30 03:10:31
44,3612,5,1004410560,2001-10-30 02:56:00
44,2747,3,1004411464,2001-10-30 03:11:04
44,2311,1,1004411827,2001-10-30 03:17:07
44,912,3,1004411900,2001-10-30 03:18:20
44,3623,3,1004410047,2001-10-30 02:47:27
44,3489,3,1004410300,2001-10-30 02:51:40
44,349,3,1004410707,2001-10-30 02:58:27
44,2253,4,1004410386,2001-10-30 02:53:06
44,920,3,1004412024,2001-10-30 03:20:24
44,1967,5,1004410272,2001-10-30 02:51:12
44,2699,4,1004410047,2001-10-30 02:47:27
44,2406,4,1004410618,2001-10-30 02:56:58
44,2193,5,1004410300,2001-10-30 02:51:40
44,3153,3,1004410663,2001-10-30 02:57:43
44,1552,4,1004409933,2001-10-30 02:45:33
44,380,3,1004410707,2001-10-30 02:58:27
44,2297,4,1004412196,2001-10-30 03:23:16
44,2006,4,1004410637,2001-10-30 02:57:17
44,969,4,1004410590,2001-10-30 02:56:30
44,2872,2,1004410272,2001-10-30 02:51:12
44,2875,2,1004411709,2001-10-30 03:15:09
44,539,4,1004412155,2001-10-30 03:22:35
44,3175,2,1004410590,2001-10-30 02:56:30
44,1645,3,1004409889,2001-10-30 02:44:49
44,1573,4,1004409933,2001-10-30 02:45:33
44,2011,4,1004411101,2001-10-30 03:05:01
44,2017,2,1004410364,2001-10-30 02:52:44
44,1215,2,1004410618,2001-10-30 02:56:58
44,1073,4,1004410590,2001-10-30 02:56:30
44,543,4,1004409912,2001-10-30 02:45:12
44,3251,4,1004410197,2001-10-30 02:49:57
44,1580,3,1004410590,2001-10-30 02:56:30
44,1584,3,1004410877,2001-10-30 03:01:17
44,2020,3,1004411930,2001-10-30 03:18:50
44,2021,2,1004410334,2001-10-30 02:52:14
44,2968,2,1004410618,2001-10-30 02:56:58
44,552,4,1004410758,2001-10-30 02:59:18
44,3264,4,1004411446,2001-10-30 03:10:46
44,3771,3,1004410560,2001-10-30 02:56:00
44,3412,2,1004410590,2001-10-30 02:56:30
44,494,3,1004409889,2001-10-30 02:44:49
44,2470,3,1004410707,2001-10-30 02:58:27
44,2617,3,1004409889,2001-10-30 02:44:49
44,2110,3,1004409998,2001-10-30 02:46:38
44,2115,2,1004410663,2001-10-30 02:57:43
44,3928,4,1004411407,2001-10-30 03:10:07
44,2043,3,1004410364,2001-10-30 02:52:44
65,1250,5,1010857515,2002-01-12 17:45:15
65,3948,3,999228935,2001-08-31 03:35:35
65,1294,5,1010857544,2002-01-12 17:45:44
65,1298,5,1010857626,2002-01-12 17:47:06
65,3066,4,1010857647,2002-01-12 17:47:27
65,2194,5,1033335197,2002-09-29 21:33:17
65,3147,5,1018930306,2002-04-16 04:11:46
65,2628,4,1022468310,2002-05-27 02:58:30
65,3448,4,1010857558,2002-01-12 17:45:58
65,1797,5,1010208577,2002-01-05 05:29:37
65,2815,4,1010857675,2002-01-12 17:47:55
65,260,4,1022468309,2002-05-27 02:58:29
65,3552,4,1010857467,2002-01-12 17:44:27
65,3821,2,1027908976,2002-07-29 02:16:16
65,1210,4,1022468310,2002-05-27 02:58:30
65,1090,4,1010857527,2002-01-12 17:45:27
97,898,5,999717140,2001-09-05 19:12:20
97,3334,4,999717170,2001-09-05 19:12:50
102,3793,4,1002829369,2001-10-11 19:42:49
102,912,4,1002828607,2001-10-11 19:30:07
102,2416,5,1002828607,2001-10-11 19:30:07
102,3177,3,1002829953,2001-10-11 19:52:33
102,3326,5,1002829839,2001-10-11 19:50:39
102,3189,3,1002829792,2001-10-11 19:49:52
102,3408,5,1002829333,2001-10-11 19:42:13
102,3357,1,1002829636,2001-10-11 19:47:16
102,1755,2,1002828607,2001-10-11 19:30:07
102,3298,3,1002829699,2001-10-11 19:48:19
102,3512,1,1002829473,2001-10-11 19:44:33
102,3534,5,1002829699,2001-10-11 19:48:19
102,3535,2,1002829636,2001-10-11 19:47:16
102,3536,2,1002829532,2001-10-11 19:45:32
102,3618,4,1002829720,2001-10-11 19:48:40
102,3554,5,1002829258,2001-10-11 19:40:58
102,3555,2,1002829856,2001-10-11 19:50:56
102,3566,2,1002829636,2001-10-11 19:47:16
102,2699,1,1002828607,2001-10-11 19:30:07
102,3578,1,1002829473,2001-10-11 19:44:33
102,1127,4,1002830408,2001-10-11 20:00:08
102,3745,2,1002829792,2001-10-11 19:49:52
102,3751,3,1002829416,2001-10-11 19:43:36
102,3755,3,1002829755,2001-10-11 19:49:15
102,3915,2,1002829636,2001-10-11 19:47:16
102,1240,5,1002828607,2001-10-11 19:30:07
104,2997,4,1016055700,2002-03-13 21:41:40
104,3005,3,1016055710,2002-03-13 21:41:50
104,3155,2,1016055687,2002-03-13 21:41:27
104,2285,3,1016055748,2002-03-13 21:42:28
104,2600,4,1016055781,2002-03-13 21:43:01
104,998,2,1016055752,2002-03-13 21:42:32
104,2555,1,1016055700,2002-03-13 21:41:40
104,2707,3,1016055687,2002-03-13 21:41:27
104,2490,4,1016055781,2002-03-13 21:43:01
104,3298,3,1016055710,2002-03-13 21:41:50
104,2771,2,1016055710,2002-03-13 21:41:50
104,2858,5,1016055676,2002-03-13 21:41:16
104,3593,1,1016055700,2002-03-13 21:41:40
104,2038,3,1016055720,2002-03-13 21:42:00
104,2976,3,1016055710,2002-03-13 21:41:50
104,3786,2,1016055720,2002-03-13 21:42:00
127,1252,4,1023070528,2002-06-03 02:15:28
127,1197,4,1006029352,2001-11-17 20:35:52
127,1198,5,1006029316,2001-11-17 20:35:16
127,1287,4,1006029316,2001-11-17 20:35:16
127,830,3,1010786728,2002-01-11 22:05:28
