method,RMSE,NDCG,F1,MAE
itemKNN,0.8792632557662555,0.9005004570616377,0.7510120068610635,0.6849027339748961
BIAS,0.9032959047221256,0.8881582045703419,0.7361734447283022,0.7100403444981976
userKNN,0.9270444769238186,0.8951771750350995,0.750181123625107,0.7247889290147956
SVD,0.8925056661767152,0.8937119798740649,0.7418890184511969,0.6996236415890507
BIASEDMF,0.8792909877675071,0.898980086826668,0.7532502708559047,0.6878157071715105
BayesianRidge,0.8628753036580618,0.9048483873794716,0.7429756202187746,0.678862400827424
Tweedie,0.8742775442674385,0.9040657865853542,0.7309058614564832,0.6899922598201614
Ridge,0.8628898647765313,0.9047765658229125,0.7429592566118656,0.6788616009953959
RandomForest,0.8673204775576052,0.9024672441948922,0.74240703945501,0.6831462670431078
Bagging,0.8788767962465461,0.8975034883471905,0.7358531162590547,0.6948787615097879
AdaBoost,0.8715199890363595,0.9002164234345508,0.732188527584947,0.6925657541190272
GradientBoosting,0.8692418252267118,0.9012948255601013,0.7449621720992717,0.685365266968169
LinearSVR,0.8652723709818824,0.9046519142272659,0.7492294760437097,0.6767389904231736
