method,RMSE,NDCG,F1,MAE
itemKNN,0.9078693410587682,0.8860061799493559,0.7340748230535895,0.7086777130002515
BIAS,0.8923824726127333,0.8848768873964036,0.7299882530625944,0.7052862161823953
userKNN,0.9364011279278258,0.8783706249773778,0.729962607706064,0.7319138250812323
SVD,0.8926999222938746,0.883335737020183,0.7300201477501679,0.7042635534105892
BIASEDMF,0.8936772384364239,0.8822680341343906,0.7327499158532481,0.7026059608145049
BayesianRidge,0.8836828123675007,0.8843712295976722,0.7389462984922921,0.6964440548753338
Tweedie,0.8889162139772989,0.8851024882022681,0.7231499384777641,0.7037774276450186
Ridge,0.8835871874480671,0.8845214619779916,0.738518895102525,0.6963956467432241
RandomForest,0.8847807944588281,0.8844528793475462,0.7403893342057909,0.6978191994325604
Bagging,0.908495561126049,0.8764859020788959,0.7333665173386428,0.7155754088025004
AdaBoost,0.8867338351120015,0.8829828463253871,0.744058205335489,0.7019225138567798
GradientBoosting,0.8943581401066029,0.8814689886235465,0.7415877164325384,0.7056014813433491
LinearSVR,0.89303334912131,0.8843246051276619,0.7427263811703171,0.6994371140369424
