method,RMSE,NDCG,F1,MAE
itemKNN,1.026193445766072,0.8916712983841846,0.6744666207845836,0.8115118592673535
BIAS,0.9798300580829715,0.8936155353015793,0.6680911680911681,0.7757134461061937
userKNN,1.0281472655825166,0.8793153189333714,0.6614950634696756,0.8186397100513485
SVD,0.9834515136113924,0.8925845185462299,0.6657142857142857,0.7798282961899886
BIASEDMF,1.0050419211779216,0.8786796914090313,0.6666666666666666,0.8007497138522264
BayesianRidge,0.987840930004862,0.8922169309842625,0.6633451957295373,0.784161024209034
Tweedie,0.9848219283821763,0.8939533143123244,0.6504424778761062,0.7858029956793546
Ridge,0.9886607957919629,0.893469573232603,0.6657223796033994,0.7845404835698487
RandomForest,0.9867306375255802,0.8955137183482605,0.6628158844765343,0.782352385374726
Bagging,1.0145095089780103,0.8720737143158882,0.6454352441613588,0.8114065828351543
AdaBoost,0.9928817553297347,0.8954857437449196,0.6377245508982036,0.7878841821541824
GradientBoosting,0.9991318276344877,0.8865560664730001,0.6572237960339944,0.7972321286894959
LinearSVR,0.9912428530623386,0.8924180439858675,0.6744827586206896,0.7835362010568985
