method,RMSE,NDCG,F1,MAE
itemKNN,0.9364816972243828,0.8977515573320071,0.7438356164383562,0.7380862738040656
BIAS,0.9103275809228175,0.9129631784730602,0.749476622470342,0.7269072466378672
userKNN,0.955607417395847,0.9022621941421314,0.7271458478715981,0.7626597087403655
SVD,0.9099640499166021,0.9130967379517807,0.7464985994397759,0.7271269397618582
BIASEDMF,0.9183652109799825,0.9117661462216929,0.7454289732770746,0.7305707533471504
BayesianRidge,0.9109725147817828,0.9159182812304715,0.7559161595672752,0.724848493875939
Tweedie,0.9141652120174515,0.9165082804647139,0.7550312283136711,0.7293899619128564
Ridge,0.9120769660973699,0.9152078135842807,0.7544097693351425,0.7253934105425455
RandomForest,0.9113276659032732,0.9135651334469099,0.7609120521172639,0.7346387079864908
Bagging,0.9404430885886251,0.9012286036149498,0.7346657477601654,0.7568527322885484
AdaBoost,0.9159682753353461,0.9106316525150622,0.764163372859025,0.7424297634195751
GradientBoosting,0.9350317071166231,0.9080342824650685,0.7473118279569892,0.7519223735800789
LinearSVR,0.92051656466539,0.9122756545153423,0.7603960396039604,0.7307847046428148
