method,RMSE,NDCG,F1,MAE
itemKNN,0.925978650493642,0.8745472694618799,0.7433681073025336,0.7266095804609786
BIAS,0.9124152764547794,0.8791641959372193,0.7443130118289354,0.7232672771138686
userKNN,0.956076078596806,0.8680073060262915,0.7337035954399298,0.7489031492544883
SVD,0.9157924005992762,0.8754627672443753,0.7464490782713811,0.7246753552274529
BIASEDMF,0.921972092353863,0.875724853912478,0.7357575757575757,0.730739973980232
BayesianRidge,0.9099398402425376,0.8761855792275625,0.7478527607361963,0.7216270242140116
Tweedie,0.9194358810348304,0.8779263684953451,0.7300574345883855,0.7322506548978275
Ridge,0.9100897327101403,0.8764569451881639,0.7478527607361963,0.7216667363132687
RandomForest,0.9085730686904919,0.877293673025823,0.7476350320415014,0.7216984527270182
Bagging,0.9271387261011247,0.8731229263262681,0.7326976314980006,0.7355140526167724
AdaBoost,0.9133560901753931,0.8794582582363549,0.7351754113629307,0.7301967419084051
GradientBoosting,0.9190709207495069,0.8728691810377168,0.7412415488629379,0.7325744540487829
LinearSVR,0.9076104903150263,0.8763652632809673,0.7579636796665674,0.7159475606406837
