method,RMSE,NDCG,F1,MAE
itemKNN,0.9123754741049798,0.8969701593664892,0.7410166520595969,0.7072836229053524
BIAS,0.9005230839401015,0.8907360431112545,0.7394126058739413,0.709671276586669
userKNN,0.9467762467114327,0.8905270523936297,0.737720706260032,0.7359481898689854
SVD,0.8928403564761526,0.8981372925274108,0.742737676056338,0.7008562370569072
BIASEDMF,0.8880308517890388,0.9018920406607343,0.7506807537305304,0.6943854688889902
BayesianRidge,0.888600962921611,0.9010239085541414,0.7280073885938583,0.6986816216697009
Tweedie,0.8956970202753518,0.9009813347969483,0.708323338930199,0.7068488141465524
Ridge,0.8886487303573739,0.901554426728284,0.7286159529031513,0.6986390026491721
RandomForest,0.8877823571891021,0.9022715955549444,0.7312023660561938,0.700882572677177
Bagging,0.9060111640959548,0.8961254858555519,0.7232480789081317,0.7148361788114974
AdaBoost,0.8942061737655292,0.9014599965348359,0.7217310376919498,0.7094394971328299
GradientBoosting,0.8942367441669297,0.9004814107666486,0.7236296637494243,0.7079428248871936
LinearSVR,0.8901284534840176,0.9023320466150913,0.7388707314324354,0.6951303261563208
