method,RMSE,NDCG,F1,MAE
itemKNN,0.9684289746290502,0.8900957828145769,0.6695352839931153,0.7577440101772482
BIAS,0.9239044493161946,0.890080794405691,0.6774053112755768,0.7295103612066464
userKNN,0.9963092271718584,0.8742253258983386,0.6611785095320624,0.7877560379560677
SVD,0.9248596078454533,0.8903713471686936,0.674814491488433,0.7297626772465035
BIASEDMF,0.9382092782246523,0.8913954126898934,0.6637323943661971,0.738671760313985
BayesianRidge,0.93740922401269,0.8975077538319902,0.6687416629613161,0.7366192731096306
Tweedie,0.9418068378008596,0.8949638390537885,0.6513550757923748,0.7436766488376122
Ridge,0.9379120863109642,0.8975238210668832,0.6711111111111111,0.7370094716782002
RandomForest,0.9365111472325632,0.8985266979699832,0.6731022378236069,0.7325715133869223
Bagging,0.9630826573522846,0.8849281841894029,0.6660785178650198,0.7532155586548892
AdaBoost,0.9381630106837845,0.8956179872086321,0.6645739910313901,0.7359470107470704
GradientBoosting,0.9435851102708448,0.885950663066304,0.6710526315789473,0.736337471693097
LinearSVR,0.9451415752318565,0.8959570865844254,0.6782760121898128,0.7410730206078706
