method,RMSE,NDCG,F1,MAE
itemKNN,0.9455284606443,0.8832334227495208,0.7095115681233933,0.7386902215563912
BIAS,0.9118423047697026,0.8869193353440079,0.7164971251658558,0.7201736539547926
userKNN,0.9802295460735133,0.8678123506776122,0.6968641114982579,0.76827255134419
SVD,0.9129268232433166,0.8876045092983493,0.7132743362831858,0.7207901827407865
BIASEDMF,0.9201140467854171,0.8826507947412627,0.7059340659340659,0.7233171969802442
BayesianRidge,0.9208259257430597,0.8857552059105429,0.705087798289059,0.7252122875989984
Tweedie,0.9253895443287166,0.8854821335379448,0.6876737720111215,0.7326657445990935
Ridge,0.9210095798969766,0.8855659515800043,0.7045045045045045,0.7253824886297139
RandomForest,0.9166196467249054,0.8819162611457526,0.7214808437365475,0.7171858911569374
Bagging,0.9412847949941257,0.8691712128966642,0.7009674582233949,0.7390113706268727
AdaBoost,0.9202507104936133,0.8846368381815822,0.7154756685664182,0.7237318434162622
GradientBoosting,0.9244757499077728,0.874598814358715,0.7101827676240209,0.7264620241392368
LinearSVR,0.9280437945642624,0.8856717363841634,0.7122080211546937,0.72708416684971
