method,RMSE,NDCG,F1,MAE
itemKNN,0.8782069594221046,0.907551858871382,0.7532940360610264,0.6834270889632115
BIAS,0.9043425278157791,0.8933735584107199,0.7360304946720957,0.7098469727719453
userKNN,0.9264876475752253,0.8967587981794165,0.748656025142668,0.7206964271943367
SVD,0.8903547983368612,0.9034871653665524,0.746551724137931,0.6971413345679056
BIASEDMF,0.8813383875890995,0.9025238346708053,0.7523548552834389,0.6879359741393531
BayesianRidge,0.8651613916661303,0.9075540999224574,0.7433227704843821,0.6797465227963876
Tweedie,0.8744615786536781,0.9085216186896082,0.7245013172751223,0.6889580506503639
Ridge,0.8651815705111608,0.9074506817702996,0.7434365381133442,0.679751267582473
RandomForest,0.8709103064106198,0.9050141535964871,0.7372927673528876,0.6862009648267327
Bagging,0.8868913264550475,0.8986671708909808,0.7286413930709232,0.6997651046622264
AdaBoost,0.8722691237341182,0.9038151906955488,0.7181620497305474,0.6952156644059014
GradientBoosting,0.8737790214713965,0.9039531474438446,0.7365640371652395,0.6886525470473495
LinearSVR,0.8659980394037198,0.9075474183459151,0.7502656748140276,0.6763520803249394
