method,RMSE,NDCG,F1,MAE
itemKNN,0.9938691925786979,0.8956049350675903,0.6822481914301614,0.7773312418846845
BIAS,0.9507581285756757,0.9010207016065925,0.6802259887005649,0.7515172512731908
userKNN,1.0119612467242256,0.8850284674218937,0.6651609260304913,0.801380798412444
SVD,0.9516342324758943,0.8960788883353881,0.6824591088550479,0.7524777411714159
BIASEDMF,0.9601102149388999,0.8937354755272848,0.6738270209157716,0.7585808705009627
BayesianRidge,0.9485421282658016,0.8992832214896458,0.6791171477079796,0.7498700965057806
Tweedie,0.9492716829153399,0.8986140652573696,0.6728430804863926,0.7545215590468171
Ridge,0.94878873283533,0.8999072638242137,0.679479932165065,0.7499944204885989
RandomForest,0.9529692207593683,0.8990692349332265,0.698051948051948,0.749764778245466
Bagging,0.9758815473467422,0.8870189485661486,0.6745762711864407,0.7717245989304813
AdaBoost,0.953099877330681,0.8983877759309219,0.6983783783783784,0.754861547649917
GradientBoosting,0.961684941677834,0.8948137098297158,0.6875687568756875,0.762557190268532
LinearSVR,0.95063919204355,0.8994770819674494,0.6882546652030735,0.7468637185655272
