method,RMSE,NDCG,F1,MAE
itemKNN,0.8746861629560188,0.8943555393499955,0.7556029882604055,0.6815518743491713
BIAS,0.8817666723655401,0.8917796171832749,0.7426579053238568,0.6922124784764617
userKNN,0.9213834656595211,0.8915895446481898,0.7444631524413936,0.7155284192068083
SVD,0.8778241472226906,0.8962375137894701,0.7423040731281086,0.6883843120520523
BIASEDMF,0.8690500585697694,0.897975971493359,0.7537004933991199,0.6817412881806741
BayesianRidge,0.8620821309936464,0.9002652164015568,0.7458510492387875,0.6789261317983503
Tweedie,0.8702414879490659,0.8997357144267875,0.7297679683078664,0.687289345395997
Ridge,0.8619684193608025,0.900321298864315,0.7454370797310279,0.6788451404979855
RandomForest,0.8658154564789374,0.8984556771249538,0.7494874948749487,0.6862618359593995
Bagging,0.8810740083357519,0.8966787674220452,0.7402756926436468,0.6985340073529411
AdaBoost,0.8679308667945548,0.8997956841039976,0.7399298245614035,0.6939559471177642
GradientBoosting,0.8702722201541364,0.8979971387653962,0.7502058742794401,0.6910091991575791
LinearSVR,0.8632220751990514,0.8997261936772398,0.7564808596373405,0.6764462465960659
