method,RMSE,NDCG,F1,MAE
itemKNN,0.8804019335641192,0.9077333254281067,0.7598961038961038,0.6840159333792927
BIAS,0.9066600365210022,0.898264109291068,0.7461538461538462,0.712221719889824
userKNN,0.9336769822075267,0.8999617812944329,0.7519387652331554,0.726009386671739
SVD,0.8918747765673608,0.9035860832710243,0.7542750544097834,0.6999764015408028
BIASEDMF,0.8868739793508039,0.9088334169596802,0.7611019736842105,0.6917700934156262
BayesianRidge,0.869567221278782,0.9087921482463809,0.7530224525043178,0.6821077816850958
Tweedie,0.8764206623626004,0.9110261709646245,0.7399088179695319,0.6895021824181485
Ridge,0.8695936103854633,0.90890572867228,0.7529411764705882,0.68211708701962
RandomForest,0.874841307199923,0.9090582781264783,0.7540421886711639,0.6858216491683767
Bagging,0.8869650999689213,0.9060965937446385,0.7428016823034617,0.6969915021929824
AdaBoost,0.8774306136026419,0.9085293576576002,0.7315527387958353,0.6906907414813049
GradientBoosting,0.8796637010662968,0.9083615504265649,0.7539750752041254,0.6897559146485156
LinearSVR,0.8710861513935492,0.9085857373277015,0.7577810713529536,0.6800281471718109
