method,RMSE,NDCG,F1,MAE
itemKNN,0.9011057240526893,0.9088786659675886,0.745565488860508,0.6967757071387691
BIAS,0.9130378506280867,0.8946992008757026,0.7270648756787653,0.7145728490681579
userKNN,0.9385685128000161,0.895329363130712,0.7376101321585903,0.7245286820891584
SVD,0.9021913899594536,0.9006163659976694,0.7315887315887316,0.7042261303380185
BIASEDMF,0.9004773234762603,0.9070761904598278,0.7406571710619094,0.6994764702420062
BayesianRidge,0.8869991829125466,0.9081766800929069,0.7300357568533969,0.6949179222749035
Tweedie,0.8920912667087197,0.9086177426690866,0.715961716579191,0.6992494936555779
Ridge,0.8870252317833084,0.9078376115773837,0.7306317044100119,0.694911298087275
RandomForest,0.8902053632990854,0.9087957221691403,0.7324233083810363,0.6982402679089241
Bagging,0.9030561798362328,0.8926170872652532,0.726685269496255,0.7079502104709288
AdaBoost,0.8942397655575169,0.9060348516832624,0.7171093267449042,0.7065050702735437
GradientBoosting,0.8938392593929295,0.9026887162864816,0.7316355071397026,0.7043359678032065
LinearSVR,0.8893221034923674,0.9084959471150826,0.7356254572055596,0.6915032954026118
