method,value
StochasticItemKNN,0.0138794239294283
StochasticItemKNN,0.0020436023243716
StochasticItemKNN,0.0070595128963297
StochasticItemKNN,0.0222073486133654
StochasticItemKNN,0.0036716092838089
StochasticItemKNN,0.0102072143422141
StochasticItemKNN,0.0031063057235212
StochasticItemKNN,0.0054345979359926
StochasticItemKNN,0.005260440169047
StochasticItemKNN,0.0051644794937941
StochasticItemKNN,0.0049003457829179
StochasticItemKNN,0.0028936723577028
StochasticItemKNN,0.0189611174249476
StochasticItemKNN,0.0135320095993941
StochasticItemKNN,0.0124912576145717
StochasticItemKNN,0.0244725051026564
StochasticItemKNN,0.0291548811983186
StochasticItemKNN,0.0273649715219698
StochasticItemKNN,0.0158579941527789
StochasticItemKNN,0.0051414381416876
StochasticItemKNN,0.0033524652354849
StochasticItemKNN,0.0058651858739506
StochasticItemKNN,0.0061701029568206
StochasticItemKNN,0.0105039539835779
StochasticItemKNN,0.0206976953099778
StochasticItemKNN,0.0071749705072481
StochasticItemKNN,0.0070126042979999
StochasticItemKNN,0.0227710432940609
StochasticItemKNN,0.0246721780107987
StochasticItemKNN,0.0167461504125447
StochasticItemKNN,0.0210958918805107
StochasticItemKNN,0.0195572733463841
StochasticItemKNN,0.0378291505669592
StochasticItemKNN,0.0211468878452494
StochasticItemKNN,0.0045906149021165
StochasticItemKNN,0.0123315856395357
StochasticItemKNN,0.0050707710232429
StochasticItemKNN,0.0318775347122933
StochasticItemKNN,0.0107239431595379
StochasticItemKNN,0.0124331298578314
StochasticItemKNN,0.0132706257151532
StochasticItemKNN,0.0034682887952119
StochasticItemKNN,0.0448950459148074
StochasticItemKNN,0.024931183519211
StochasticItemKNN,0.0018310002822615
StochasticItemKNN,0.0129975643968214
StochasticItemKNN,0.0143926375868654
StochasticItemKNN,0.0035289686879992
StochasticItemKNN,0.0071553410051425
StochasticItemKNN,0.0043285572831917
StochasticItemKNN,0.0163178639127778
StochasticItemKNN,0.0130265888907487
StochasticItemKNN,0.0066435355271142
StochasticItemKNN,0.0062180164486738
StochasticItemKNN,0.0268595632734642
StochasticItemKNN,0.0257500235437966
StochasticItemKNN,0.0227321997663849
StochasticItemKNN,0.0261897834241062
StochasticItemKNN,0.0159511104825353
StochasticItemKNN,0.0163940609558854
StochasticItemKNN,0.0420664385903618
StochasticItemKNN,0.042985716190091
StochasticItemKNN,0.0306296885904522
StochasticItemKNN,0.0387787773747174
StochasticItemKNN,0.0053120677114917
