method,value
StochasticItemKNN,0.6432669541217376
StochasticItemKNN,0.6466767024701201
StochasticItemKNN,0.6502029402631359
StochasticItemKNN,0.6485515805148991
StochasticItemKNN,0.6450723787395164
StochasticItemKNN,0.6512387543131812
StochasticItemKNN,0.6499182411953289
StochasticItemKNN,0.6493967435808708
StochasticItemKNN,0.6496215123283905
StochasticItemKNN,0.6515663008941501
StochasticItemKNN,0.6532602250454268
StochasticItemKNN,0.6518525284473501
StochasticItemKNN,0.655355713902976
StochasticItemKNN,0.6532616701243565
StochasticItemKNN,0.6511910606208503
StochasticItemKNN,0.6501150372604481
StochasticItemKNN,0.6485559798394164
StochasticItemKNN,0.649122869464575
StochasticItemKNN,0.649005791068542
StochasticItemKNN,0.6484803894488808
StochasticItemKNN,0.6502199742524095
StochasticItemKNN,0.651054977462852
StochasticItemKNN,0.6470825151082792
StochasticItemKNN,0.6523751219393713
StochasticItemKNN,0.6520755221218417
StochasticItemKNN,0.6505895714444629
StochasticItemKNN,0.6504161493226853
StochasticItemKNN,0.6493300345055837
StochasticItemKNN,0.6520670630778939
StochasticItemKNN,0.6517836141893291
StochasticItemKNN,0.6434160227128325
StochasticItemKNN,0.6455812669720045
StochasticItemKNN,0.6467223263142486
StochasticItemKNN,0.6460710184377169
StochasticItemKNN,0.6487402167584435
StochasticItemKNN,0.6503376157040959
StochasticItemKNN,0.6459824908896854
StochasticItemKNN,0.6474713968489334
StochasticItemKNN,0.6485289036305344
StochasticItemKNN,0.646491823255987
StochasticItemKNN,0.6366552460425488
StochasticItemKNN,0.6390366488301114
StochasticItemKNN,0.639552310550525
StochasticItemKNN,0.6423339205123139
StochasticItemKNN,0.6412495116309855
StochasticItemKNN,0.6436034844823009
StochasticItemKNN,0.6402301434217749
StochasticItemKNN,0.6435152061464988
StochasticItemKNN,0.6460193153051451
StochasticItemKNN,0.6417130919313719
StochasticItemKNN,0.6392713464891341
StochasticItemKNN,0.6428792063337996
StochasticItemKNN,0.644720157837751
StochasticItemKNN,0.6417671426183917
StochasticItemKNN,0.6377073142441124
StochasticItemKNN,0.643225585336986
StochasticItemKNN,0.6457857184158354
StochasticItemKNN,0.6454720729237186
StochasticItemKNN,0.6428014764458546
StochasticItemKNN,0.6425799683315451
StochasticItemKNN,0.648340056416271
StochasticItemKNN,0.647459796613405
StochasticItemKNN,0.646597593254837
StochasticItemKNN,0.6461171484325955
