method,value
StochasticItemKNN,0.0362323467572784
StochasticItemKNN,0.0382948816079489
StochasticItemKNN,0.0318040138244812
StochasticItemKNN,0.0395493118910257
StochasticItemKNN,0.0330626833474414
StochasticItemKNN,0.037757253907553
StochasticItemKNN,0.0311035095389329
StochasticItemKNN,0.0295423992128813
StochasticItemKNN,0.0343126551250436
StochasticItemKNN,0.0224464414702749
StochasticItemKNN,0.0803678641258456
StochasticItemKNN,0.0775838076397021
StochasticItemKNN,0.0779482319358759
StochasticItemKNN,0.0749592960893759
StochasticItemKNN,0.0761384776313842
StochasticItemKNN,0.0673605454347745
StochasticItemKNN,0.076034809503791
StochasticItemKNN,0.0768162497959452
StochasticItemKNN,0.0764420649375046
StochasticItemKNN,0.0767765543208733
StochasticItemKNN,0.0637230281588641
StochasticItemKNN,0.0776884917740519
StochasticItemKNN,0.0696878206454794
StochasticItemKNN,0.0720048157142816
StochasticItemKNN,0.0779481473394612
StochasticItemKNN,0.0590094793586832
StochasticItemKNN,0.0515415103413505
StochasticItemKNN,0.053787950803575
StochasticItemKNN,0.0659199024576608
StochasticItemKNN,0.050624641292531
StochasticItemKNN,0.055247486382624
StochasticItemKNN,0.0537233124182729
StochasticItemKNN,0.0601883232153575
StochasticItemKNN,0.0606593189356974
StochasticItemKNN,0.0617583944440578
StochasticItemKNN,0.0269077363545287
StochasticItemKNN,0.0131659222634659
StochasticItemKNN,0.0168490862178263
StochasticItemKNN,0.0278908630323257
StochasticItemKNN,0.0181503180134996
StochasticItemKNN,0.0561081698438236
StochasticItemKNN,0.0607237945936245
StochasticItemKNN,0.0648544275656831
StochasticItemKNN,0.0735481435405136
StochasticItemKNN,0.055657054541314
StochasticItemKNN,0.0751816656383457
StochasticItemKNN,0.0883008185581497
StochasticItemKNN,0.082570077150061
StochasticItemKNN,0.0858765402999524
StochasticItemKNN,0.0688788917806406
StochasticItemKNN,0.0521177006238369
StochasticItemKNN,0.0452275136814686
StochasticItemKNN,0.0454371187871032
StochasticItemKNN,0.0544447026111971
StochasticItemKNN,0.0386092582746999
StochasticItemKNN,0.0672911467282597
StochasticItemKNN,0.078960017595304
StochasticItemKNN,0.0816469664420289
StochasticItemKNN,0.0852355093649105
StochasticItemKNN,0.0659221490318986
StochasticItemKNN,0.1355307526220831
StochasticItemKNN,0.1173808542371426
StochasticItemKNN,0.1442634125355223
StochasticItemKNN,0.1345497354961397
StochasticItemKNN,0.1409151536199905
StochasticItemKNN,0.0106818683219256
StochasticItemKNN,0.0086044833285421
StochasticItemKNN,0.0071838688187262
StochasticItemKNN,0.0076839997847977
StochasticItemKNN,0.0129983106081859
StochasticItemKNN,0.0769902376807785
StochasticItemKNN,0.0558957263632353
StochasticItemKNN,0.0749839194427759
StochasticItemKNN,0.0867972884915384
StochasticItemKNN,0.0702947238307583
StochasticItemKNN,0.0993636400557103
StochasticItemKNN,0.1051693357228256
StochasticItemKNN,0.1031371084363714
StochasticItemKNN,0.086290679642236
StochasticItemKNN,0.0846746836647547
StochasticItemKNN,0.0149219479315305
StochasticItemKNN,0.0321966854881901
StochasticItemKNN,0.0082655259560526
StochasticItemKNN,0.0209306196237892
StochasticItemKNN,0.0243175655931116
StochasticItemKNN,0.0624333796893707
StochasticItemKNN,0.0652681394224794
StochasticItemKNN,0.046554893438764
StochasticItemKNN,0.0803710850217191
StochasticItemKNN,0.0719257259653909
StochasticItemKNN,0.5624084341072175
StochasticItemKNN,0.5405373306594363
StochasticItemKNN,0.5422135073065462
StochasticItemKNN,0.5657612087588824
StochasticItemKNN,0.5714198856548192
StochasticItemKNN,0.4523856701030726
StochasticItemKNN,0.4404348133776028
StochasticItemKNN,0.4280584229382125
StochasticItemKNN,0.4504595971369036
StochasticItemKNN,0.428357822827659
NMF,0.003898317306213
NMF,0.0085502834789795
NMF,0.0109980653320793
NMF,0.0068463739389267
NMF,0.0067534866454795
NMF,0.0611688512182598
NMF,0.0665607447374971
NMF,0.0684170622417641
NMF,0.0655996511877804
NMF,0.0649845585454919
NMF,0.0986403852686315
NMF,0.0958617911281671
NMF,0.0949074394953198
NMF,0.0919072155435526
NMF,0.0964833949428509
NMF,0.0988408542243318
NMF,0.0952155978089757
NMF,0.0977195215573728
NMF,0.0902492345948111
NMF,0.0985866442149497
NMF,0.0773459395372738
NMF,0.0831065564235957
NMF,0.087422516210173
NMF,0.0922422593877857
NMF,0.0909232301975936
NMF,0.0660998127159468
NMF,0.0780317821085255
NMF,0.0764563191084779
NMF,0.0739246243255524
NMF,0.0686784597372504
NMF,0.1029423412866753
NMF,0.103278383037207
NMF,0.1015441730749068
NMF,0.1033548534586054
NMF,0.1044284025646125
NMF,0.0398825045191545
NMF,0.0415900445903685
