user,item,rating,timestamp,date
19,318,4,994556598,2001-07-08 01:43:18
19,1234,5,994556636,2001-07-08 01:43:56
22,3527,4,991149320,2001-05-29 15:15:20
22,3896,2,991149493,2001-05-29 15:18:13
22,908,4,991149661,2001-05-29 15:21:01
22,910,4,991149892,2001-05-29 15:24:52
22,1884,4,991149055,2001-05-29 15:10:55
22,1034,4,991149472,2001-05-29 15:17:52
22,2376,3,991149140,2001-05-29 15:12:20
22,2011,4,991149352,2001-05-29 15:15:52
22,3698,4,991149352,2001-05-29 15:15:52
22,1097,3,991149289,2001-05-29 15:14:49
22,2046,4,991149306,2001-05-29 15:15:06
23,1258,4,993706407,2001-06-28 05:33:27
23,2712,5,993706558,2001-06-28 05:35:58
23,2641,3,993706741,2001-06-28 05:39:01
23,2642,1,993706986,2001-06-28 05:43:06
23,2643,1,993707035,2001-06-28 05:43:55
23,2148,4,993706741,2001-06-28 05:39:01
23,2149,3,993706986,2001-06-28 05:43:06
23,3525,2,993706924,2001-06-28 05:42:04
23,3396,3,993706454,2001-06-28 05:34:14
23,327,2,993706949,2001-06-28 05:42:29
23,915,3,993706477,2001-06-28 05:34:37
23,1958,4,993706513,2001-06-28 05:35:13
23,3052,5,993706558,2001-06-28 05:35:58
23,2259,2,993706924,2001-06-28 05:42:04
23,1388,3,993706949,2001-06-28 05:42:29
23,2409,3,993706924,2001-06-28 05:42:04
23,2410,3,993706924,2001-06-28 05:42:04
23,2411,2,993706949,2001-06-28 05:42:29
23,3740,5,993706593,2001-06-28 05:36:33
23,1204,4,993706407,2001-06-28 05:33:27
23,1222,5,993706407,2001-06-28 05:33:27
23,2973,3,993706369,2001-06-28 05:32:49
23,1090,3,993706407,2001-06-28 05:33:27
23,2617,5,993706741,2001-06-28 05:39:01
23,2119,3,993707016,2001-06-28 05:43:36
24,2657,4,986157459,2001-04-01 20:37:39
24,2757,4,986157090,2001-04-01 20:31:30
24,1959,5,986157437,2001-04-01 20:37:17
24,425,4,986157070,2001-04-01 20:31:10
24,1635,4,986156995,2001-04-01 20:29:55
36,2989,4,993702329,2001-06-28 04:25:29
36,1264,5,993702177,2001-06-28 04:22:57
36,1198,4,993702088,2001-06-28 04:21:28
36,2640,4,993702241,2001-06-28 04:24:01
36,1911,4,983647690,2001-03-03 19:28:10
36,592,5,993702241,2001-06-28 04:24:01
36,2802,4,993702306,2001-06-28 04:25:06
36,3104,4,993702241,2001-06-28 04:24:01
36,260,5,993701943,2001-06-28 04:19:03
36,1374,4,993702241,2001-06-28 04:24:01
36,1376,3,993702306,2001-06-28 04:25:06
36,3480,5,993703945,2001-06-28 04:52:25
36,1954,4,993702139,2001-06-28 04:22:19
36,3702,4,993702211,2001-06-28 04:23:31
36,3635,4,993702264,2001-06-28 04:24:24
36,858,5,993702088,2001-06-28 04:21:28
36,1608,5,993702429,2001-06-28 04:27:09
36,2194,5,993702154,2001-06-28 04:22:34
36,1101,5,993702211,2001-06-28 04:23:31
36,3576,4,993702287,2001-06-28 04:24:47
36,1036,4,993702114,2001-06-28 04:21:54
36,507,4,993702387,2001-06-28 04:26:27
36,292,4,993702359,2001-06-28 04:25:59
36,368,4,993702411,2001-06-28 04:26:51
36,2273,4,993702359,2001-06-28 04:25:59
36,2001,5,993702287,2001-06-28 04:24:47
36,2948,4,993702264,2001-06-28 04:24:24
36,2013,4,993702359,2001-06-28 04:25:59
36,610,3,993702287,2001-06-28 04:24:47
36,541,5,993701943,2001-06-28 04:19:03
36,2529,5,993702188,2001-06-28 04:23:08
36,1221,3,993702088,2001-06-28 04:21:28
36,555,5,993702114,2001-06-28 04:21:54
36,3408,5,983647331,2001-03-03 19:22:11
36,1597,4,993702429,2001-06-28 04:27:09
36,2105,3,993702411,2001-06-28 04:26:51
36,3418,3,993702211,2001-06-28 04:23:31
36,2617,4,993702411,2001-06-28 04:26:51
44,2550,2,1004409912,2001-10-30 02:45:12
44,1754,1,1004411574,2001-10-30 03:12:54
44,2054,3,1004410334,2001-10-30 02:52:14
44,3798,2,1004409889,2001-10-30 02:44:49
44,587,2,1004410065,2001-10-30 02:47:45
44,3000,3,1004410532,2001-10-30 02:55:32
44,151,4,1004412054,2001-10-30 03:20:54
44,2,4,1004410663,2001-10-30 02:57:43
44,2133,3,1004410707,2001-10-30 02:58:27
44,2135,4,1004410742,2001-10-30 02:59:02
44,1339,4,1004411431,2001-10-30 03:10:31
44,733,4,1004410618,2001-10-30 02:56:58
44,590,3,1004410618,2001-10-30 02:56:58
44,736,3,1004410015,2001-10-30 02:46:55
44,592,3,1004410590,2001-10-30 02:56:30
44,1345,1,1004411376,2001-10-30 03:09:36
44,741,4,1004410877,2001-10-30 03:01:17
44,3386,3,1004411530,2001-10-30 03:12:10
44,316,4,1004410724,2001-10-30 02:58:44
44,317,2,1004410334,2001-10-30 02:52:14
44,249,4,1004412009,2001-10-30 03:20:09
44,3466,3,1004410300,2001-10-30 02:51:40
44,3108,3,1004411945,2001-10-30 03:19:05
44,2161,3,1004410300,2001-10-30 02:51:40
44,902,3,1004411930,2001-10-30 03:18:50
44,1291,5,1004410532,2001-10-30 02:55:32
44,904,4,1004410151,2001-10-30 02:49:11
44,2167,4,1004410637,2001-10-30 02:57:17
44,2097,3,1004411431,2001-10-30 03:10:31
44,3612,5,1004410560,2001-10-30 02:56:00
44,2747,3,1004411464,2001-10-30 03:11:04
44,2311,1,1004411827,2001-10-30 03:17:07
44,912,3,1004411900,2001-10-30 03:18:20
44,3623,3,1004410047,2001-10-30 02:47:27
44,3489,3,1004410300,2001-10-30 02:51:40
44,349,3,1004410707,2001-10-30 02:58:27
44,2253,4,1004410386,2001-10-30 02:53:06
44,920,3,1004412024,2001-10-30 03:20:24
44,1967,5,1004410272,2001-10-30 02:51:12
44,2699,4,1004410047,2001-10-30 02:47:27
44,2406,4,1004410618,2001-10-30 02:56:58
44,2193,5,1004410300,2001-10-30 02:51:40
44,3153,3,1004410663,2001-10-30 02:57:43
44,1552,4,1004409933,2001-10-30 02:45:33
44,380,3,1004410707,2001-10-30 02:58:27
44,2297,4,1004412196,2001-10-30 03:23:16
44,2006,4,1004410637,2001-10-30 02:57:17
44,969,4,1004410590,2001-10-30 02:56:30
44,2872,2,1004410272,2001-10-30 02:51:12
44,2875,2,1004411709,2001-10-30 03:15:09
44,539,4,1004412155,2001-10-30 03:22:35
44,3175,2,1004410590,2001-10-30 02:56:30
44,1645,3,1004409889,2001-10-30 02:44:49
44,1573,4,1004409933,2001-10-30 02:45:33
44,2011,4,1004411101,2001-10-30 03:05:01
44,2017,2,1004410364,2001-10-30 02:52:44
44,1215,2,1004410618,2001-10-30 02:56:58
44,1073,4,1004410590,2001-10-30 02:56:30
44,543,4,1004409912,2001-10-30 02:45:12
44,3251,4,1004410197,2001-10-30 02:49:57
44,1580,3,1004410590,2001-10-30 02:56:30
44,1584,3,1004410877,2001-10-30 03:01:17
44,2020,3,1004411930,2001-10-30 03:18:50
44,2021,2,1004410334,2001-10-30 02:52:14
44,2968,2,1004410618,2001-10-30 02:56:58
44,552,4,1004410758,2001-10-30 02:59:18
44,3264,4,1004411446,2001-10-30 03:10:46
44,3771,3,1004410560,2001-10-30 02:56:00
44,3412,2,1004410590,2001-10-30 02:56:30
44,494,3,1004409889,2001-10-30 02:44:49
44,2470,3,1004410707,2001-10-30 02:58:27
44,2617,3,1004409889,2001-10-30 02:44:49
44,2110,3,1004409998,2001-10-30 02:46:38
44,2115,2,1004410663,2001-10-30 02:57:43
44,3928,4,1004411407,2001-10-30 03:10:07
44,2043,3,1004410364,2001-10-30 02:52:44
