user,item,rating,timestamp,date
1,1193,5,978300760,2000-12-31 22:12:40
1,661,3,978302109,2000-12-31 22:35:09
1,914,3,978301968,2000-12-31 22:32:48
1,3408,4,978300275,2000-12-31 22:04:35
1,2355,5,978824291,2001-01-06 23:38:11
1,1197,3,978302268,2000-12-31 22:37:48
1,1287,5,978302039,2000-12-31 22:33:59
1,2804,5,978300719,2000-12-31 22:11:59
1,594,4,978302268,2000-12-31 22:37:48
1,919,4,978301368,2000-12-31 22:22:48
1,595,5,978824268,2001-01-06 23:37:48
1,938,4,978301752,2000-12-31 22:29:12
1,2398,4,978302281,2000-12-31 22:38:01
1,2918,4,978302124,2000-12-31 22:35:24
1,1035,5,978301753,2000-12-31 22:29:13
1,2791,4,978302188,2000-12-31 22:36:28
1,2687,3,978824268,2001-01-06 23:37:48
1,2018,4,978301777,2000-12-31 22:29:37
1,3105,5,978301713,2000-12-31 22:28:33
1,2797,4,978302039,2000-12-31 22:33:59
1,2321,3,978302205,2000-12-31 22:36:45
1,720,3,978300760,2000-12-31 22:12:40
1,1270,5,978300055,2000-12-31 22:00:55
1,527,5,978824195,2001-01-06 23:36:35
1,2340,3,978300103,2000-12-31 22:01:43
1,48,5,978824351,2001-01-06 23:39:11
1,1097,4,978301953,2000-12-31 22:32:33
1,1721,4,978300055,2000-12-31 22:00:55
1,1545,4,978824139,2001-01-06 23:35:39
1,745,3,978824268,2001-01-06 23:37:48
1,2294,4,978824291,2001-01-06 23:38:11
1,3186,4,978300019,2000-12-31 22:00:19
1,1566,4,978824330,2001-01-06 23:38:50
1,588,4,978824268,2001-01-06 23:37:48
1,1907,4,978824330,2001-01-06 23:38:50
1,783,4,978824291,2001-01-06 23:38:11
1,1836,5,978300172,2000-12-31 22:02:52
1,1022,5,978300055,2000-12-31 22:00:55
1,2762,4,978302091,2000-12-31 22:34:51
1,150,5,978301777,2000-12-31 22:29:37
1,1,5,978824268,2001-01-06 23:37:48
1,1961,5,978301590,2000-12-31 22:26:30
1,1962,4,978301753,2000-12-31 22:29:13
1,2692,4,978301570,2000-12-31 22:26:10
1,260,4,978300760,2000-12-31 22:12:40
1,1028,5,978301777,2000-12-31 22:29:37
1,1029,5,978302205,2000-12-31 22:36:45
1,1207,4,978300719,2000-12-31 22:11:59
1,2028,5,978301619,2000-12-31 22:26:59
1,531,4,978302149,2000-12-31 22:35:49
1,3114,4,978302174,2000-12-31 22:36:14
1,608,4,978301398,2000-12-31 22:23:18
1,1246,4,978302091,2000-12-31 22:34:51
2,1357,5,978298709,2000-12-31 21:38:29
2,3068,4,978299000,2000-12-31 21:43:20
2,1537,4,978299620,2000-12-31 21:53:40
2,647,3,978299351,2000-12-31 21:49:11
2,2194,4,978299297,2000-12-31 21:48:17
2,648,4,978299913,2000-12-31 21:58:33
2,2268,5,978299297,2000-12-31 21:48:17
2,2628,3,978300051,2000-12-31 22:00:51
2,1103,3,978298905,2000-12-31 21:41:45
2,2916,3,978299809,2000-12-31 21:56:49
2,3468,5,978298542,2000-12-31 21:35:42
2,1210,4,978298151,2000-12-31 21:29:11
2,1792,3,978299941,2000-12-31 21:59:01
2,1687,3,978300174,2000-12-31 22:02:54
2,1213,2,978298458,2000-12-31 21:34:18
2,3578,5,978298958,2000-12-31 21:42:38
2,2881,3,978300002,2000-12-31 22:00:02
2,3030,4,978298434,2000-12-31 21:33:54
2,1217,3,978298151,2000-12-31 21:29:11
2,3105,4,978298673,2000-12-31 21:37:53
2,434,2,978300174,2000-12-31 22:02:54
2,2126,3,978300123,2000-12-31 22:02:03
2,3107,2,978300002,2000-12-31 22:00:02
2,3108,3,978299712,2000-12-31 21:55:12
2,3035,4,978298625,2000-12-31 21:37:05
2,1253,3,978299120,2000-12-31 21:45:20
2,1610,5,978299809,2000-12-31 21:56:49
2,292,3,978300123,2000-12-31 22:02:03
2,2236,5,978299220,2000-12-31 21:47:00
2,3071,4,978299120,2000-12-31 21:45:20
2,902,2,978298905,2000-12-31 21:41:45
2,368,4,978300002,2000-12-31 22:00:02
2,1259,5,978298841,2000-12-31 21:40:41
2,3147,5,978298652,2000-12-31 21:37:32
2,1544,4,978300174,2000-12-31 22:02:54
2,1293,5,978298261,2000-12-31 21:31:01
2,1188,4,978299620,2000-12-31 21:53:40
2,3255,4,978299321,2000-12-31 21:48:41
2,3256,2,978299839,2000-12-31 21:57:19
2,3257,3,978300073,2000-12-31 22:01:13
2,110,5,978298625,2000-12-31 21:37:05
2,2278,3,978299889,2000-12-31 21:58:09
2,2490,3,978299966,2000-12-31 21:59:26
2,1834,4,978298813,2000-12-31 21:40:13
2,3471,5,978298814,2000-12-31 21:40:14
2,589,4,978299773,2000-12-31 21:56:13
2,1690,3,978300051,2000-12-31 22:00:51
2,3654,3,978298814,2000-12-31 21:40:14
2,2852,3,978298958,2000-12-31 21:42:38
2,1945,5,978298458,2000-12-31 21:34:18
2,982,4,978299269,2000-12-31 21:47:49
2,1873,4,978298542,2000-12-31 21:35:42
2,2858,4,978298434,2000-12-31 21:33:54
2,1225,5,978298391,2000-12-31 21:33:11
2,2028,4,978299773,2000-12-31 21:56:13
2,515,5,978298542,2000-12-31 21:35:42
2,442,3,978300025,2000-12-31 22:00:25
2,2312,3,978299046,2000-12-31 21:44:06
2,265,4,978299026,2000-12-31 21:43:46
2,1408,3,978299839,2000-12-31 21:57:19
2,1084,3,978298813,2000-12-31 21:40:13
2,3699,2,978299173,2000-12-31 21:46:13
2,480,5,978299809,2000-12-31 21:56:49
2,1442,4,978299297,2000-12-31 21:48:17
2,2067,5,978298625,2000-12-31 21:37:05
2,1265,3,978299712,2000-12-31 21:55:12
2,1370,5,978299889,2000-12-31 21:58:09
2,1193,5,978298413,2000-12-31 21:33:33
2,1801,3,978300002,2000-12-31 22:00:02
2,1372,3,978299941,2000-12-31 21:59:01
2,2353,4,978299861,2000-12-31 21:57:41
2,3334,4,978298958,2000-12-31 21:42:38
2,2427,2,978299913,2000-12-31 21:58:33
2,590,5,978299083,2000-12-31 21:44:43
2,1196,5,978298730,2000-12-31 21:38:50
2,1552,3,978299941,2000-12-31 21:59:01
2,736,4,978300100,2000-12-31 22:01:40
2,1198,4,978298124,2000-12-31 21:28:44
2,593,5,978298517,2000-12-31 21:35:17
2,2359,3,978299666,2000-12-31 21:54:26
2,95,2,978300143,2000-12-31 22:02:23
2,2717,3,978298196,2000-12-31 21:29:56
2,2571,4,978299773,2000-12-31 21:56:13
2,1917,3,978300174,2000-12-31 22:02:54
2,2396,4,978299641,2000-12-31 21:54:01
2,3735,3,978298814,2000-12-31 21:40:14
2,1953,4,978298775,2000-12-31 21:39:35
2,1597,3,978300025,2000-12-31 22:00:25
2,3809,3,978299712,2000-12-31 21:55:12
2,1954,5,978298841,2000-12-31 21:40:41
2,1955,4,978299200,2000-12-31 21:46:40
2,235,3,978299351,2000-12-31 21:49:11
2,1124,5,978299418,2000-12-31 21:50:18
2,1957,5,978298750,2000-12-31 21:39:10
2,163,4,978299809,2000-12-31 21:56:49
2,21,1,978299839,2000-12-31 21:57:19
2,165,3,978300002,2000-12-31 22:00:02
2,2321,3,978299666,2000-12-31 21:54:26
2,1090,2,978298580,2000-12-31 21:36:20
2,380,5,978299809,2000-12-31 21:56:49
2,2501,5,978298600,2000-12-31 21:36:40
2,349,4,978299839,2000-12-31 21:57:19
2,457,4,978299773,2000-12-31 21:56:13
2,1096,4,978299386,2000-12-31 21:49:46
2,920,5,978298775,2000-12-31 21:39:35
2,459,3,978300002,2000-12-31 22:00:02
2,1527,4,978299839,2000-12-31 21:57:19
2,3418,4,978299809,2000-12-31 21:56:49
2,1385,3,978299966,2000-12-31 21:59:26
2,3451,4,978298924,2000-12-31 21:42:04
2,3095,4,978298517,2000-12-31 21:35:17
2,780,3,978299966,2000-12-31 21:59:26
2,498,3,978299418,2000-12-31 21:50:18
2,2728,3,978298881,2000-12-31 21:41:21
2,2002,5,978300100,2000-12-31 22:01:40
2,1962,5,978298813,2000-12-31 21:40:13
2,1784,5,978298841,2000-12-31 21:40:41
2,2943,4,978298372,2000-12-31 21:32:52
2,2006,3,978299861,2000-12-31 21:57:41
2,318,5,978298413,2000-12-31 21:33:33
2,1207,4,978298478,2000-12-31 21:34:38
2,1968,2,978298881,2000-12-31 21:41:21
2,3678,3,978299250,2000-12-31 21:47:30
2,1244,3,978299143,2000-12-31 21:45:43
2,356,5,978299686,2000-12-31 21:54:46
2,1245,2,978299200,2000-12-31 21:46:40
2,1246,5,978299418,2000-12-31 21:50:18
